names,url,pkgmans,total_pkgs
"[{""name"":solana-archiver-lib,""pkgman"":cargo},{""name"":solana-zk-token-proof-program,""pkgman"":cargo},{""name"":solana-ledger-tool,""pkgman"":cargo},{""name"":solana-fixed-buf,""pkgman"":cargo},{""name"":solana-config-api,""pkgman"":cargo},{""name"":solana-budget-api,""pkgman"":cargo},{""name"":solana-bpfloader,""pkgman"":cargo},{""name"":solana-chacha-cuda,""pkgman"":cargo},{""name"":solana-bpf-loader-api,""pkgman"":cargo},{""name"":solana-accountsdb-plugin-postgres,""pkgman"":cargo},{""name"":solana,""pkgman"":cargo},{""name"":safecoin-streamer,""pkgman"":cargo},{""name"":solana-sdk-bpf-test,""pkgman"":cargo},{""name"":solana-drone,""pkgman"":cargo},{""name"":solana-version,""pkgman"":cargo},{""name"":solana-cargo-test-bpf,""pkgman"":cargo},{""name"":solana-cargo-build-bpf,""pkgman"":cargo},{""name"":solana-client-test,""pkgman"":cargo},{""name"":solana-netutil,""pkgman"":cargo},{""name"":solana-move-loader-program,""pkgman"":cargo},{""name"":solana-librapay-api,""pkgman"":cargo},{""name"":safecoin-budget-program,""pkgman"":cargo},{""name"":solana-token-program,""pkgman"":cargo},{""name"":solana-bpf-helloworld,""pkgman"":cargo},{""name"":solana-native-loader,""pkgman"":cargo},{""name"":solana-rewards-program,""pkgman"":cargo},{""name"":solana-noop,""pkgman"":cargo},{""name"":solana-vest-api,""pkgman"":cargo},{""name"":solana-system-program,""pkgman"":cargo},{""name"":safecoin-notifier,""pkgman"":cargo},{""name"":safecoin-ownable,""pkgman"":cargo},{""name"":safecoin-exchange-program,""pkgman"":cargo},{""name"":safecoin-ledger,""pkgman"":cargo},{""name"":safecoin-sys-tuner,""pkgman"":cargo},{""name"":solana-bitcoin-spv-program,""pkgman"":cargo},{""name"":safecoin-vest-program,""pkgman"":cargo},{""name"":btc_spv_bin,""pkgman"":cargo},{""name"":solana-exchange-api,""pkgman"":cargo},{""name"":solana-btc-spv-api,""pkgman"":cargo},{""name"":solana-config-tests,""pkgman"":cargo},{""name"":solana-fullnode,""pkgman"":cargo},{""name"":solana-fullnode-config,""pkgman"":cargo},{""name"":solana-upload-perf,""pkgman"":cargo},{""name"":solana-stake-tests,""pkgman"":cargo},{""name"":solana-rpc-test,""pkgman"":cargo},{""name"":solana-vote-api,""pkgman"":cargo},{""name"":solana-geyser-plugin-postgres,""pkgman"":cargo},{""name"":safecoin-noop-program,""pkgman"":cargo},{""name"":safecoin-merkle-tree,""pkgman"":cargo},{""name"":solana-rewards-api,""pkgman"":cargo},{""name"":solana-btc-spv-program,""pkgman"":cargo},{""name"":solana-ed25519-program,""pkgman"":cargo},{""name"":solana-replica-node,""pkgman"":cargo},{""name"":solana-token-api,""pkgman"":cargo},{""name"":solana-noop-program,""pkgman"":cargo},{""name"":solana-budget-program,""pkgman"":cargo},{""name"":solana-storage-program,""pkgman"":cargo},{""name"":solana-storage-api,""pkgman"":cargo},{""name"":solana-chacha,""pkgman"":cargo},{""name"":solana-chacha-sys,""pkgman"":cargo},{""name"":solana-accountsdb-plugin-manager,""pkgman"":cargo},{""name"":solana-archiver-utils,""pkgman"":cargo},{""name"":solana-download-utils,""pkgman"":cargo},{""name"":solana-rpc,""pkgman"":cargo},{""name"":solana-entry,""pkgman"":cargo},{""name"":solana-move-loader-api,""pkgman"":cargo},{""name"":solana-geyser-plugin-manager,""pkgman"":cargo},{""name"":solana-poh,""pkgman"":cargo},{""name"":solana-gossip,""pkgman"":cargo},{""name"":solana-stake-accounts,""pkgman"":cargo},{""name"":solana-stake-monitor,""pkgman"":cargo},{""name"":solana-vote-signer,""pkgman"":cargo},{""name"":solana-tokens,""pkgman"":cargo},{""name"":solana-local-cluster,""pkgman"":cargo},{""name"":solana-cli,""pkgman"":cargo},{""name"":solana-exchange-program,""pkgman"":cargo},{""name"":solana-keygen,""pkgman"":cargo},{""name"":solana-validator,""pkgman"":cargo},{""name"":solana-ownable,""pkgman"":cargo},{""name"":solana-lualoader,""pkgman"":cargo},{""name"":solana-failure-program,""pkgman"":cargo},{""name"":solana-genesis-programs,""pkgman"":cargo},{""name"":solana-vest-program,""pkgman"":cargo},{""name"":solana-install,""pkgman"":cargo},{""name"":solana-genesis,""pkgman"":cargo},{""name"":solana-kvstore,""pkgman"":cargo},{""name"":solana-sys-tuner,""pkgman"":cargo},{""name"":solana-cli-output,""pkgman"":cargo},{""name"":solana-replica-lib,""pkgman"":cargo},{""name"":solana-rayon-threadlimit,""pkgman"":cargo},{""name"":solana-core,""pkgman"":cargo},{""name"":solana-metrics,""pkgman"":cargo},{""name"":solana-send-transaction-service,""pkgman"":cargo},{""name"":solana-account-decoder,""pkgman"":cargo},{""name"":solana-banks-server,""pkgman"":cargo},{""name"":solana-merkle-tree,""pkgman"":cargo},{""name"":solana-cli-config,""pkgman"":cargo},{""name"":solana-streamer,""pkgman"":cargo},{""name"":solana-bpf-loader-program,""pkgman"":cargo},{""name"":solana-net-utils,""pkgman"":cargo},{""name"":solana-geyser-plugin-interface,""pkgman"":cargo},{""name"":solana-storage-proto,""pkgman"":cargo},{""name"":solana-watchtower,""pkgman"":cargo},{""name"":solana-genesis-utils,""pkgman"":cargo},{""name"":solana-banks-interface,""pkgman"":cargo},{""name"":solana-storage-bigtable,""pkgman"":cargo},{""name"":solana-crate-features,""pkgman"":cargo},{""name"":solana-sdk,""pkgman"":cargo},{""name"":solana-config-program,""pkgman"":cargo},{""name"":solana-remote-wallet,""pkgman"":cargo},{""name"":solana-accountsdb-plugin-interface,""pkgman"":cargo},{""name"":solana-test-validator,""pkgman"":cargo},{""name"":solana-perf,""pkgman"":cargo},{""name"":solana-banks-client,""pkgman"":cargo},{""name"":solana-program-test,""pkgman"":cargo},{""name"":solana-vote-program,""pkgman"":cargo},{""name"":solana-address-lookup-table-program,""pkgman"":cargo},{""name"":solana-client,""pkgman"":cargo},{""name"":solana-faucet,""pkgman"":cargo},{""name"":solana-frozen-abi-macro,""pkgman"":cargo},{""name"":solana-logger,""pkgman"":cargo},{""name"":solana-sdk-macro,""pkgman"":cargo},{""name"":solana-runtime,""pkgman"":cargo},{""name"":solana-program-runtime,""pkgman"":cargo},{""name"":solana-measure,""pkgman"":cargo},{""name"":solana-bloom,""pkgman"":cargo},{""name"":solana-stake-program,""pkgman"":cargo},{""name"":solana-frozen-abi,""pkgman"":cargo},{""name"":solana-transaction-status,""pkgman"":cargo},{""name"":solana-program,""pkgman"":cargo},{""name"":solana-zk-token-sdk,""pkgman"":cargo},{""name"":solana-clap-utils,""pkgman"":cargo},{""name"":solana-ledger,""pkgman"":cargo},{""name"":solana-notifier,""pkgman"":cargo},{""name"":solana-bucket-map,""pkgman"":cargo},{""name"":solana-secp256k1-program,""pkgman"":cargo},{""name"":solana-compute-budget-program,""pkgman"":cargo},{""name"":solana-wallet,""pkgman"":cargo},{""name"":solana-validator-info,""pkgman"":cargo},{""name"":solana-stake-api,""pkgman"":cargo},{""name"":solana-sdk-macro-frozen-abi,""pkgman"":cargo},{""name"":security/solana,""pkgman"":freebsd12}]",https://github.com/solana-labs/solana,"[cargo,freebsd12]",142
"[{""name"":openssl,""pkgman"":alire},{""name"":openssl,""pkgman"":vcpkg}]",https://www.openssl.org,"[alire,vcpkg]",2
"[{""name"":tws,""pkgman"":cargo},{""name"":@bitcoin-api.io/backend-common-utilities,""pkgman"":npm},{""name"":@bitcoin-api/full-stack-backend,""pkgman"":npm},{""name"":@phoenix-plugin-registry/kakumei.codecademy,""pkgman"":npm},{""name"":clgt,""pkgman"":npm},{""name"":codex100,""pkgman"":npm},{""name"":customcal,""pkgman"":npm},{""name"":duoniya,""pkgman"":npm},{""name"":eslint-config-akshay-node,""pkgman"":npm},{""name"":eslint-config-cmp-node,""pkgman"":npm},{""name"":ionic-mitdemo-package,""pkgman"":npm},{""name"":meu-primeiro-npx,""pkgman"":npm},{""name"":star4,""pkgman"":npm},{""name"":testing-reals,""pkgman"":npm},{""name"":weather-cli.demo_01,""pkgman"":npm},{""name"":abdi_view_tool,""pkgman"":rubygems},{""name"":darkdark,""pkgman"":rubygems},{""name"":docker-gem-store,""pkgman"":rubygems},{""name"":gbrowse,""pkgman"":rubygems},{""name"":hola_kamal028,""pkgman"":rubygems},{""name"":metabase_cli,""pkgman"":rubygems},{""name"":my_app,""pkgman"":rubygems},{""name"":outsmart,""pkgman"":rubygems},{""name"":parking,""pkgman"":rubygems},{""name"":prefire-jekyll-theme,""pkgman"":rubygems},{""name"":reversifier,""pkgman"":rubygems},{""name"":rockpepescissors,""pkgman"":rubygems},{""name"":starters,""pkgman"":rubygems},{""name"":start-x,""pkgman"":rubygems},{""name"":tagir_view_tool,""pkgman"":rubygems},{""name"":vizsla,""pkgman"":rubygems},{""name"":voteable_kenn,""pkgman"":rubygems}]",https://google.com,"[cargo,npm,rubygems]",32
"[{""name"":sn0int,""pkgman"":cargo},{""name"":sn0int-registry,""pkgman"":cargo},{""name"":sn0int-std,""pkgman"":cargo},{""name"":sn0int-common,""pkgman"":cargo},{""name"":security/sn0int,""pkgman"":openbsd69}]",https://github.com/kpcyrd/sn0int,"[cargo,openbsd69]",5
"[{""name"":slint-lsp,""pkgman"":cargo},{""name"":slint-viewer,""pkgman"":cargo},{""name"":sixtyfps-interpreter,""pkgman"":cargo},{""name"":i-slint-compiler,""pkgman"":cargo},{""name"":slint-interpreter,""pkgman"":cargo},{""name"":vtable-macro,""pkgman"":cargo},{""name"":i-slint-core,""pkgman"":cargo},{""name"":sixtyfps-build,""pkgman"":cargo},{""name"":sixtyfps,""pkgman"":cargo},{""name"":i-slint-backend-selector,""pkgman"":cargo},{""name"":i-slint-backend-gl,""pkgman"":cargo},{""name"":vtable,""pkgman"":cargo},{""name"":i-slint-common,""pkgman"":cargo},{""name"":slint-macros,""pkgman"":cargo},{""name"":slint,""pkgman"":cargo},{""name"":i-slint-core-macros,""pkgman"":cargo},{""name"":slint-build,""pkgman"":cargo},{""name"":i-slint-backend-qt,""pkgman"":cargo},{""name"":slint-ui,""pkgman"":npm}]",https://github.com/slint-ui/slint,"[cargo,npm]",19
"[{""name"":sixtyfps-viewer,""pkgman"":cargo},{""name"":sixtyfps-rendering-backend-gl,""pkgman"":cargo},{""name"":sixtyfps-lsp,""pkgman"":cargo},{""name"":const-field-offset,""pkgman"":cargo},{""name"":const-field-offset-macro,""pkgman"":cargo},{""name"":sixtyfps-corelib,""pkgman"":cargo},{""name"":sixtyfps-rendering-backend-default,""pkgman"":cargo},{""name"":sixtyfps-compilerlib,""pkgman"":cargo},{""name"":sixtyfps-rendering-backend-qt,""pkgman"":cargo},{""name"":sixtyfps-macros,""pkgman"":cargo},{""name"":sixtyfps-corelib-macros,""pkgman"":cargo},{""name"":sixtyfps-common,""pkgman"":cargo},{""name"":sixtyfps,""pkgman"":npm}]",https://github.com/sixtyfpsui/sixtyfps,"[cargo,npm]",13
"[{""name"":unixodbc,""pkgman"":alire},{""name"":odbc,""pkgman"":conan}]",http://www.unixodbc.org,"[alire,conan]",2
"[{""name"":libwayland,""pkgman"":alire},{""name"":wayland,""pkgman"":conan}]",https://wayland.freedesktop.org,"[alire,conan]",2
"[{""name"":unmp-link-redis,""pkgman"":cargo},{""name"":unmp-link-udp,""pkgman"":cargo},{""name"":unmp-protocol-raw,""pkgman"":cargo},{""name"":unmp-protocol,""pkgman"":cargo},{""name"":unmp-cloud,""pkgman"":cargo},{""name"":unmp-link-websocket,""pkgman"":cargo},{""name"":unmp-net,""pkgman"":cargo},{""name"":unmp-link-serial,""pkgman"":cargo},{""name"":unmp-id,""pkgman"":cargo},{""name"":unmp-center,""pkgman"":cargo},{""name"":unmp-protocol-etp,""pkgman"":cargo},{""name"":unmp-id,""pkgman"":npm}]",https://gitee.com/unmp/unmp.example.rust.git,"[cargo,npm]",12
"[{""name"":unigraph,""pkgman"":cargo},{""name"":gempractice11,""pkgman"":rubygems}]",http://facebook.com,"[cargo,rubygems]",2
"[{""name"":sniffglue,""pkgman"":cargo},{""name"":security/sniffglue,""pkgman"":freebsd12}]",https://github.com/kpcyrd/sniffglue,"[cargo,freebsd12]",2
"[{""name"":scte35dump,""pkgman"":cargo},{""name"":multimedia/scte35dump,""pkgman"":freebsd12}]",https://github.com/m2amedia/scte35dump,"[cargo,freebsd12]",2
"[{""name"":pv_leopard,""pkgman"":cargo},{""name"":@picovoice/leopard-react-native,""pkgman"":npm}]",https://github.com/Picovoice/leopard,"[cargo,npm]",2
"[{""name"":unicorn-engine,""pkgman"":cargo},{""name"":unicorn,""pkgman"":vcpkg},{""name"":emulators/py-unicorn,""pkgman"":freebsd12},{""name"":emulators/unicorn,""pkgman"":freebsd12}]",https://github.com/unicorn-engine/unicorn,"[cargo,vcpkg,freebsd12]",4
"[{""name"":ra_syntax,""pkgman"":cargo},{""name"":gen_lsp_server,""pkgman"":cargo},{""name"":la-arena,""pkgman"":cargo},{""name"":ra_ap_la-arena,""pkgman"":cargo},{""name"":ra_ap_ssr,""pkgman"":cargo},{""name"":ra_ap_rust-analyzer,""pkgman"":cargo},{""name"":ra_ap_ide_ssr,""pkgman"":cargo},{""name"":ra_ap_syntax,""pkgman"":cargo},{""name"":devel/rust-analyzer,""pkgman"":freebsd12}]",https://github.com/rust-analyzer/rust-analyzer,"[cargo,freebsd12]",9
"[{""name"":ssh_bookmarker,""pkgman"":cargo},{""name"":ssh_bookmarker,""pkgman"":rubygems}]",https://github.com/antifuchs/ssh_bookmarker,"[cargo,rubygems]",2
"[{""name"":rice,""pkgman"":cargo},{""name"":rice-cli,""pkgman"":npm}]",https://github.com/jorgegonzalez/rice,"[cargo,npm]",2
"[{""name"":open-location-code,""pkgman"":cargo},{""name"":open-location-code,""pkgman"":rubygems}]",https://github.com/google/open-location-code,"[cargo,rubygems]",2
"[{""name"":precrypt,""pkgman"":cargo},{""name"":precrypt,""pkgman"":npm}]",https://github.com/rebase-foundation/precrypt/tree/main/precrypt,"[cargo,npm]",2
"[{""name"":BuildEAR,""pkgman"":cargo},{""name"":devel/bear,""pkgman"":freebsd12}]",https://github.com/rizsotto/Bear,"[cargo,freebsd12]",2
"[{""name"":spl-governance,""pkgman"":cargo},{""name"":spl-name-service,""pkgman"":cargo},{""name"":spl-shared-memory,""pkgman"":cargo},{""name"":spl-record,""pkgman"":cargo},{""name"":spl-governance-addin-mock,""pkgman"":cargo},{""name"":solend-token-lending,""pkgman"":cargo},{""name"":sp1-token,""pkgman"":cargo},{""name"":spl-feature-proposal-cli,""pkgman"":cargo},{""name"":spl-governance-addin-api,""pkgman"":cargo},{""name"":spl-token-lending-cli,""pkgman"":cargo},{""name"":spl-feature-proposal,""pkgman"":cargo},{""name"":spl-governance-test-sdk,""pkgman"":cargo},{""name"":spl-stake-pool,""pkgman"":cargo},{""name"":spl-token-swap,""pkgman"":cargo},{""name"":spl-math,""pkgman"":cargo},{""name"":spl-token-2022,""pkgman"":cargo},{""name"":spl-associated-token-account,""pkgman"":cargo},{""name"":spl-token-client,""pkgman"":cargo},{""name"":spl-memo,""pkgman"":cargo},{""name"":spl-governance-tools,""pkgman"":cargo},{""name"":spl-token,""pkgman"":cargo},{""name"":spl-stake-pool-cli,""pkgman"":cargo},{""name"":spl-governance-chat,""pkgman"":cargo},{""name"":spl-zk-token-sdk,""pkgman"":cargo},{""name"":spl-token-lending,""pkgman"":cargo},{""name"":spl-token-cli,""pkgman"":cargo},{""name"":@bonfida/spl-name-service,""pkgman"":npm},{""name"":@solana/spl-token-lending,""pkgman"":npm}]",https://github.com/solana-labs/solana-program-library,"[cargo,npm]",28
"[{""name"":chronos-indexer,""pkgman"":cargo},{""name"":chronos-program,""pkgman"":cargo},{""name"":@chronos-so/indexer,""pkgman"":npm},{""name"":@chronos-so/utils,""pkgman"":npm}]",https://github.com/chronos-so/chronos,"[cargo,npm]",4
"[{""name"":probability_to_friendly_string,""pkgman"":cargo},{""name"":probability_to_friendly_string,""pkgman"":rubygems}]",https://github.com/gregstoll/probabilityToFriendlyString,"[cargo,rubygems]",2
"[{""name"":mugltf,""pkgman"":cargo},{""name"":munum,""pkgman"":cargo},{""name"":muds-derive,""pkgman"":cargo},{""name"":mugl,""pkgman"":cargo},{""name"":muds,""pkgman"":cargo},{""name"":muge,""pkgman"":npm}]",https://github.com/andykswong/muge,"[cargo,npm]",6
"[{""name"":unmp,""pkgman"":cargo},{""name"":unmp-link,""pkgman"":cargo},{""name"":unmp,""pkgman"":npm},{""name"":unmp-center,""pkgman"":npm},{""name"":unmp-center-wasm,""pkgman"":npm}]",https://gitee.com/unmp/unmp.rust.git,"[cargo,npm]",5
"[{""name"":ory-hydra-client,""pkgman"":cargo},{""name"":ory-keto-client,""pkgman"":cargo},{""name"":ory-oathkeeper-client,""pkgman"":cargo},{""name"":ory-client-client,""pkgman"":cargo},{""name"":ory-kratos-client,""pkgman"":cargo},{""name"":ory-client,""pkgman"":cargo},{""name"":ory-hydra-client,""pkgman"":rubygems},{""name"":ory-keto-client,""pkgman"":rubygems}]",https://www.ory.sh,"[cargo,rubygems]",8
"[{""name"":rsfetch,""pkgman"":cargo},{""name"":sysutils/rsfetch,""pkgman"":freebsd12}]",https://github.com/rsfetch/rsfetch,"[cargo,freebsd12]",2
"[{""name"":pv_cheetah,""pkgman"":cargo},{""name"":@picovoice/cheetah-react-native,""pkgman"":npm}]",https://github.com/Picovoice/cheetah,"[cargo,npm]",2
"[{""name"":cipherstash-client,""pkgman"":cargo},{""name"":cipherstash-grpc,""pkgman"":cargo},{""name"":cipherstash-cli,""pkgman"":cargo},{""name"":cipherstash-grpc,""pkgman"":rubygems}]",https://cipherstash.com,"[cargo,rubygems]",4
"[{""name"":matrix-sdk-indexeddb,""pkgman"":cargo},{""name"":matrix-sdk-sled,""pkgman"":cargo},{""name"":matrix-sdk-ffi,""pkgman"":cargo},{""name"":matrix-sdk-bot,""pkgman"":cargo},{""name"":matrix-sdk-crypto-ffi,""pkgman"":cargo},{""name"":agent-smith,""pkgman"":cargo},{""name"":matrix-sdk-appservice,""pkgman"":cargo},{""name"":matrix-sdk-qrcode,""pkgman"":cargo},{""name"":matrix-sdk-crypto,""pkgman"":cargo},{""name"":matrix-sdk-test-macros,""pkgman"":cargo},{""name"":matrix-sdk-test,""pkgman"":cargo},{""name"":matrix-sdk-agent,""pkgman"":cargo},{""name"":matrix-sdk-store-encryption,""pkgman"":cargo},{""name"":matrix-qrcode,""pkgman"":cargo},{""name"":matrix-sdk-base,""pkgman"":cargo},{""name"":matrix-sdk,""pkgman"":cargo},{""name"":matrix-sdk-common,""pkgman"":cargo},{""name"":@turt2live/matrix-sdk-crypto-nodejs,""pkgman"":npm}]",https://github.com/matrix-org/matrix-rust-sdk,"[cargo,npm]",18
"[{""name"":marinade,""pkgman"":cargo},{""name"":lido-anchor,""pkgman"":cargo},{""name"":asol,""pkgman"":cargo},{""name"":@asolhq/sdk,""pkgman"":npm}]",https://github.com/aSolHQ/asol,"[cargo,npm]",4
"[{""name"":stats-rs,""pkgman"":cargo},{""name"":stats-rs,""pkgman"":npm}]",https://github.com/anhmv/stats.rs,"[cargo,npm]",2
"[{""name"":verilization-compiler-cli,""pkgman"":cargo},{""name"":verilization-lang-scala,""pkgman"":cargo},{""name"":verilization-lang-java,""pkgman"":cargo},{""name"":verilization-bindings-c-api-core,""pkgman"":cargo},{""name"":verilization-compiler,""pkgman"":cargo},{""name"":verilization-compiler-cli-core,""pkgman"":cargo},{""name"":verilization-lang-typescript,""pkgman"":cargo},{""name"":@verilization/compiler,""pkgman"":npm},{""name"":@verilization/runtime,""pkgman"":npm}]",https://github.com/argon-lang/verilization,"[cargo,npm]",9
"[{""name"":kalker,""pkgman"":cargo},{""name"":math/kalker,""pkgman"":freebsd12}]",https://github.com/PaddiM8/kalker,"[cargo,freebsd12]",2
"[{""name"":ivf,""pkgman"":cargo},{""name"":multimedia/rav1e,""pkgman"":freebsd12},{""name"":multimedia/librav1e,""pkgman"":freebsd12}]",https://github.com/xiph/rav1e,"[cargo,freebsd12]",3
"[{""name"":ferret,""pkgman"":cargo},{""name"":uhferret,""pkgman"":rubygems}]",https://peterlane.netlify.app/ferret/,"[cargo,rubygems]",2
"[{""name"":lychee,""pkgman"":cargo},{""name"":lychee-lib,""pkgman"":cargo},{""name"":www/lychee,""pkgman"":freebsd12}]",https://github.com/lycheeverse/lychee,"[cargo,freebsd12]",3
"[{""name"":kickoff,""pkgman"":cargo},{""name"":x11/kickoff,""pkgman"":freebsd12}]",https://github.com/j0ru/kickoff,"[cargo,freebsd12]",2
"[{""name"":potnet,""pkgman"":cargo},{""name"":sysutils/potnet,""pkgman"":freebsd12}]",https://github.com/pizzamig/potnet,"[cargo,freebsd12]",2
"[{""name"":menhir,""pkgman"":cargo},{""name"":devel/menhir,""pkgman"":netbsd9}]",http://gallium.inria.fr/~fpottier/menhir/,"[cargo,netbsd9]",2
"[{""name"":miniserver,""pkgman"":cargo},{""name"":miniserve,""pkgman"":cargo},{""name"":www/miniserve,""pkgman"":freebsd12}]",https://github.com/svenstaro/miniserve,"[cargo,freebsd12]",3
"[{""name"":rb-sys,""pkgman"":cargo},{""name"":rb_sys,""pkgman"":rubygems},{""name"":rb_sys1,""pkgman"":rubygems}]",https://github.com/oxidize-rb/rb-sys,"[cargo,rubygems]",3
"[{""name"":rust_facial,""pkgman"":cargo},{""name"":ruby_facial_massage,""pkgman"":rubygems}]",https://github.com/llskin/rubyfacialmassage/,"[cargo,rubygems]",2
"[{""name"":inputplug,""pkgman"":cargo},{""name"":x11/inputplug,""pkgman"":freebsd12}]",https://github.com/andrewshadura/inputplug,"[cargo,freebsd12]",2
"[{""name"":ithos,""pkgman"":cargo},{""name"":ithos,""pkgman"":rubygems}]",https://github.com/cryptosphere/ithos,"[cargo,rubygems]",2
"[{""name"":invalidstring,""pkgman"":cargo},{""name"":gitui,""pkgman"":cargo},{""name"":asyncgit,""pkgman"":cargo},{""name"":filetreelist,""pkgman"":cargo},{""name"":devel/gitui,""pkgman"":freebsd12}]",https://github.com/extrawurst/gitui,"[cargo,freebsd12]",5
"[{""name"":neon_nlp,""pkgman"":cargo},{""name"":git_flow,""pkgman"":cargo},{""name"":neon_documents,""pkgman"":rubygems},{""name"":neon_email,""pkgman"":rubygems},{""name"":neon_operations,""pkgman"":rubygems},{""name"":neon_postgres,""pkgman"":rubygems},{""name"":neon_schemas,""pkgman"":rubygems},{""name"":neon_search,""pkgman"":rubygems},{""name"":neon_secrets,""pkgman"":rubygems},{""name"":neon_slack,""pkgman"":rubygems},{""name"":neon_webhooks,""pkgman"":rubygems}]",https://github.com/neonlaw/codebase,"[cargo,rubygems]",11
"[{""name"":tinysearch-engine,""pkgman"":cargo},{""name"":tinysearch,""pkgman"":cargo},{""name"":tinysearch,""pkgman"":npm}]",https://github.com/mre/tinysearch,"[cargo,npm]",3
"[{""name"":htmlq,""pkgman"":cargo},{""name"":textproc/htmlq,""pkgman"":freebsd12}]",https://github.com/mgdm/htmlq,"[cargo,freebsd12]",2
"[{""name"":infinibuffer,""pkgman"":cargo},{""name"":neolistqueue,""pkgman"":cargo},{""name"":@abateman/components-bolt-button,""pkgman"":npm},{""name"":@abateman/components-heading,""pkgman"":npm},{""name"":@abateman/sk-card,""pkgman"":npm},{""name"":@phoenix-plugin-registry/adl-syntax-highlighter,""pkgman"":npm},{""name"":alpha-cli,""pkgman"":npm},{""name"":demo_weather_cli,""pkgman"":npm},{""name"":is-,""pkgman"":npm},{""name"":pikdum-test-app,""pkgman"":npm},{""name"":randysouza-npm-test-project,""pkgman"":npm},{""name"":react-draggable-droppable,""pkgman"":npm},{""name"":rn-token-test,""pkgman"":npm},{""name"":test-for-starter-react-component,""pkgman"":npm},{""name"":v-ii-fe-core,""pkgman"":npm},{""name"":adp-fluentd-plugin-gzip,""pkgman"":rubygems},{""name"":apple_core,""pkgman"":rubygems},{""name"":asterisk_view_tool,""pkgman"":rubygems},{""name"":autoapi,""pkgman"":rubygems},{""name"":autoapi_testing,""pkgman"":rubygems},{""name"":corley_view_tool,""pkgman"":rubygems},{""name"":dummy-pkg-c,""pkgman"":rubygems},{""name"":erratum,""pkgman"":rubygems},{""name"":hooligan-cli,""pkgman"":rubygems},{""name"":homers_view_tool,""pkgman"":rubygems},{""name"":k2-demo,""pkgman"":rubygems},{""name"":kulas_view_tool,""pkgman"":rubygems},{""name"":mygem-dcgl,""pkgman"":rubygems},{""name"":mygem-dcgl-next,""pkgman"":rubygems},{""name"":mygem-dcgl-next2,""pkgman"":rubygems},{""name"":mygem-dcgl-other,""pkgman"":rubygems},{""name"":nampt,""pkgman"":rubygems},{""name"":omgcnb,""pkgman"":rubygems},{""name"":ruby_gem,""pkgman"":rubygems},{""name"":shaliu_foodie,""pkgman"":rubygems},{""name"":ShikiAPI,""pkgman"":rubygems},{""name"":shopify_empty_gem,""pkgman"":rubygems},{""name"":tdt_session,""pkgman"":rubygems},{""name"":test_gem_1234431,""pkgman"":rubygems},{""name"":things-issues-diff,""pkgman"":rubygems},{""name"":UCSLogModel,""pkgman"":rubygems}]",https://example.com,"[cargo,npm,rubygems]",41
"[{""name"":kibi,""pkgman"":cargo},{""name"":editors/kibi,""pkgman"":freebsd12}]",https://github.com/ilai-deutel/kibi,"[cargo,freebsd12]",2
"[{""name"":gstat,""pkgman"":cargo},{""name"":freebsd-libgeom,""pkgman"":cargo},{""name"":freebsd-libgeom-sys,""pkgman"":cargo},{""name"":sysutils/gstat-rs,""pkgman"":freebsd12}]",https://github.com/asomers/gstat-rs,"[cargo,freebsd12]",4
"[{""name"":hotg-rune-codegen,""pkgman"":cargo},{""name"":hotg-runicos-base-wasm,""pkgman"":cargo},{""name"":hotg-rune-compiler,""pkgman"":cargo},{""name"":hotg-rune-syntax,""pkgman"":cargo},{""name"":hotg-rune-core,""pkgman"":cargo},{""name"":hotg-rune-wasm3-runtime,""pkgman"":cargo},{""name"":hotg-runicos-base-runtime,""pkgman"":cargo},{""name"":hotg-rune-wasmer-runtime,""pkgman"":cargo},{""name"":hotg-rune-runtime,""pkgman"":cargo},{""name"":hotg-rune-cli,""pkgman"":cargo},{""name"":hotg-rune-proc-block-macros,""pkgman"":cargo},{""name"":hotg-rune-proc-blocks,""pkgman"":cargo},{""name"":@hotg-ai/forge,""pkgman"":npm},{""name"":@hotg-ai/rune,""pkgman"":npm},{""name"":@hotg-ai/rune-tfjs-v2,""pkgman"":npm},{""name"":@hotg-ai/rune-tfjs-v3,""pkgman"":npm},{""name"":@hotg-ai/rune-tflite,""pkgman"":npm}]",https://github.com/hotg-ai/rune,"[cargo,npm]",17
"[{""name"":handlr-regex,""pkgman"":cargo},{""name"":sysutils/handlr,""pkgman"":freebsd12}]",https://github.com/Anomalocaridid/handlr-regex,"[cargo,freebsd12]",2
"[{""name"":hakuban,""pkgman"":cargo},{""name"":hakuban,""pkgman"":npm}]",https://gitlab.com/yunta/hakuban/,"[cargo,npm]",2
