names,url,pkgmans,total_pkgs
"[{""name"":fast-cpp-csv-parser,""pkgman"":conan},{""name"":fast-cpp-csv-parser,""pkgman"":vcpkg}]",https://github.com/ben-strasser/fast-cpp-csv-parser,"[conan,vcpkg]",2
"[{""name"":fast_float,""pkgman"":conan},{""name"":fast-float,""pkgman"":vcpkg}]",https://github.com/fastfloat/fast_float,"[conan,vcpkg]",2
"[{""name"":fcl,""pkgman"":conan},{""name"":fcl,""pkgman"":vcpkg},{""name"":math/fcl,""pkgman"":freebsd12},{""name"":math/fcl05,""pkgman"":freebsd12}]",https://github.com/flexible-collision-library/fcl,"[conan,vcpkg,freebsd12]",4
"[{""name"":ffmpeg,""pkgman"":conan},{""name"":ffmpeg,""pkgman"":vcpkg}]",https://ffmpeg.org,"[conan,vcpkg]",2
"[{""name"":fftw,""pkgman"":conan},{""name"":math/fftw,""pkgman"":netbsd9},{""name"":math/fftw2,""pkgman"":netbsd9},{""name"":math/fftw-long,""pkgman"":netbsd9},{""name"":math/fftw-quad,""pkgman"":netbsd9}]",http://www.fftw.org/,"[conan,netbsd9]",5
"[{""name"":fire-hpp,""pkgman"":conan},{""name"":devel/fire-hpp,""pkgman"":freebsd12}]",https://github.com/kongaskristjan/fire-hpp,"[conan,freebsd12]",2
"[{""name"":flatcc,""pkgman"":conan},{""name"":devel/flatcc,""pkgman"":freebsd12}]",https://github.com/dvidelabs/flatcc,"[conan,freebsd12]",2
"[{""name"":flex,""pkgman"":conan},{""name"":devel/flex,""pkgman"":netbsd9}]",https://github.com/westes/flex,"[conan,netbsd9]",2
"[{""name"":fmt,""pkgman"":conan},{""name"":wio-fmt,""pkgman"":npm},{""name"":fmt,""pkgman"":vcpkg},{""name"":devel/fmt,""pkgman"":openbsd69}]",https://github.com/fmtlib/fmt,"[conan,npm,vcpkg,openbsd69]",4
"[{""name"":folly,""pkgman"":conan},{""name"":folly,""pkgman"":vcpkg},{""name"":devel/folly,""pkgman"":freebsd12}]",https://github.com/facebook/folly,"[conan,vcpkg,freebsd12]",3
"[{""name"":foxi,""pkgman"":conan},{""name"":foxi,""pkgman"":vcpkg}]",https://github.com/houseroad/foxi,"[conan,vcpkg]",2
"[{""name"":fp16,""pkgman"":conan},{""name"":fp16,""pkgman"":vcpkg},{""name"":devel/fp16,""pkgman"":freebsd12}]",https://github.com/Maratyszcza/FP16,"[conan,vcpkg,freebsd12]",3
"[{""name"":fribidi,""pkgman"":conan},{""name"":converters/fribidi,""pkgman"":netbsd9},{""name"":devel/fribidi,""pkgman"":openbsd69}]",https://github.com/fribidi/fribidi,"[conan,netbsd9,openbsd69]",3
"[{""name"":frozen,""pkgman"":conan},{""name"":frozen,""pkgman"":vcpkg}]",https://github.com/serge-sans-paille/frozen,"[conan,vcpkg]",2
"[{""name"":frugally-deep,""pkgman"":conan},{""name"":frugally-deep,""pkgman"":vcpkg},{""name"":misc/frugally-deep,""pkgman"":freebsd12}]",https://github.com/Dobiasd/frugally-deep,"[conan,vcpkg,freebsd12]",3
"[{""name"":fruit,""pkgman"":conan},{""name"":fruit,""pkgman"":vcpkg}]",https://github.com/google/fruit,"[conan,vcpkg]",2
"[{""name"":ftxui,""pkgman"":conan},{""name"":ftxui,""pkgman"":vcpkg}]",https://github.com/ArthurSonzogni/FTXUI,"[conan,vcpkg]",2
"[{""name"":function2,""pkgman"":conan},{""name"":function2,""pkgman"":vcpkg}]",https://github.com/Naios/function2,"[conan,vcpkg]",2
"[{""name"":functionalplus,""pkgman"":conan},{""name"":fplus,""pkgman"":vcpkg},{""name"":devel/functionalplus,""pkgman"":freebsd12}]",https://github.com/Dobiasd/FunctionalPlus,"[conan,vcpkg,freebsd12]",3
"[{""name"":fxdiv,""pkgman"":conan},{""name"":fxdiv,""pkgman"":vcpkg},{""name"":devel/fxdiv,""pkgman"":freebsd12}]",https://github.com/Maratyszcza/FXdiv,"[conan,vcpkg,freebsd12]",3
"[{""name"":g3log,""pkgman"":conan},{""name"":g3log,""pkgman"":vcpkg}]",https://github.com/KjellKod/g3log,"[conan,vcpkg]",2
"[{""name"":gamenetworkingsockets,""pkgman"":conan},{""name"":gamenetworkingsockets,""pkgman"":vcpkg},{""name"":net/gamenetworkingsockets,""pkgman"":freebsd12}]",https://github.com/ValveSoftware/GameNetworkingSockets,"[conan,vcpkg,freebsd12]",3
"[{""name"":gamma,""pkgman"":conan},{""name"":gamma,""pkgman"":vcpkg}]",https://github.com/LancePutnam/Gamma,"[conan,vcpkg]",2
"[{""name"":gcem,""pkgman"":conan},{""name"":devel/gcem,""pkgman"":freebsd12}]",https://github.com/kthohr/gcem,"[conan,freebsd12]",2
"[{""name"":gdk-pixbuf,""pkgman"":conan},{""name"":gdk-pixbuf,""pkgman"":vcpkg}]",https://developer.gnome.org/gdk-pixbuf/,"[conan,vcpkg]",2
"[{""name"":gemmlowp,""pkgman"":conan},{""name"":gemmlowp,""pkgman"":vcpkg},{""name"":math/gemmlowp,""pkgman"":freebsd12}]",https://github.com/google/gemmlowp,"[conan,vcpkg,freebsd12]",3
"[{""name"":genie,""pkgman"":conan},{""name"":devel/genie,""pkgman"":freebsd12}]",https://github.com/bkaradzic/GENie,"[conan,freebsd12]",2
"[{""name"":geographiclib,""pkgman"":conan},{""name"":geographiclib,""pkgman"":vcpkg}]",https://geographiclib.sourceforge.io,"[conan,vcpkg]",2
"[{""name"":geos,""pkgman"":conan},{""name"":geography/geos,""pkgman"":netbsd9}]",https://trac.osgeo.org/geos,"[conan,netbsd9]",2
"[{""name"":getdns,""pkgman"":conan},{""name"":getdns,""pkgman"":vcpkg}]",https://getdnsapi.net/,"[conan,vcpkg]",2
"[{""name"":gflags,""pkgman"":conan},{""name"":gflags,""pkgman"":vcpkg},{""name"":devel/gflags,""pkgman"":freebsd12},{""name"":devel/gflags,""pkgman"":netbsd9},{""name"":devel/gflags,""pkgman"":openbsd69}]",https://github.com/gflags/gflags,"[conan,vcpkg,freebsd12,netbsd9,openbsd69]",5
"[{""name"":ghc-filesystem,""pkgman"":conan},{""name"":ghc-filesystem,""pkgman"":vcpkg}]",https://github.com/gulrak/filesystem,"[conan,vcpkg]",2
"[{""name"":glfw,""pkgman"":conan},{""name"":glfw3,""pkgman"":vcpkg}]",https://github.com/glfw/glfw,"[conan,vcpkg]",2
"[{""name"":glm,""pkgman"":conan},{""name"":math/glm,""pkgman"":freebsd12},{""name"":graphics/glm,""pkgman"":openbsd69}]",https://github.com/g-truc/glm,"[conan,freebsd12,openbsd69]",3
"[{""name"":glog,""pkgman"":conan},{""name"":devel/google-glog,""pkgman"":netbsd9}]",https://github.com/google/glog/,"[conan,netbsd9]",2
"[{""name"":glslang,""pkgman"":conan},{""name"":glslang,""pkgman"":vcpkg},{""name"":graphics/glslang,""pkgman"":freebsd12},{""name"":graphics/glslang,""pkgman"":openbsd69}]",https://github.com/KhronosGroup/glslang,"[conan,vcpkg,freebsd12,openbsd69]",4
"[{""name"":gmp,""pkgman"":conan},{""name"":gmp,""pkgman"":vcpkg}]",https://gmplib.org,"[conan,vcpkg]",2
"[{""name"":google-cloud-cpp,""pkgman"":conan},{""name"":google-cloud-cpp,""pkgman"":vcpkg}]",https://github.com/googleapis/google-cloud-cpp,"[conan,vcpkg]",2
"[{""name"":greatest,""pkgman"":conan},{""name"":greatest,""pkgman"":vcpkg}]",https://github.com/silentbicycle/greatest,"[conan,vcpkg]",2
"[{""name"":grpc,""pkgman"":conan},{""name"":grpc,""pkgman"":vcpkg},{""name"":devel/grpc,""pkgman"":freebsd12},{""name"":devel/grpc142,""pkgman"":freebsd12}]",https://github.com/grpc/grpc,"[conan,vcpkg,freebsd12]",4
"[{""name"":gst-libav,""pkgman"":conan},{""name"":gst-plugins-bad,""pkgman"":conan},{""name"":gst-plugins-base,""pkgman"":conan},{""name"":gst-plugins-good,""pkgman"":conan},{""name"":gst-plugins-ugly,""pkgman"":conan},{""name"":gstreamer,""pkgman"":conan},{""name"":gstreamer,""pkgman"":vcpkg},{""name"":devel/gst-plugins0.10-pango,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-a52,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-alsa,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-cdparanoia,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-dts,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-faac,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-faad,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-flac,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-jack,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-libvisual,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-mad,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-musepack,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-oss,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-pulse,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-sid,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-spc,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-speex,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-vorbis,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-wavpack,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-a52,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-alsa,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-cdparanoia,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-dts,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-faac,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-faad,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-flac,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-jack,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-lame,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-twolame,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-lame,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-libvisual,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-oss,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-pulse,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-sid,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-speex,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-twolame,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-vorbis,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-wavpack,""pkgman"":netbsd9},{""name"":audio/gst-plugins0.10-soundtouch,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-soundtouch,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-gme,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-opus,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-mpg123,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-fluidsynth,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-ladspa,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-lv2,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-modplug,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-musepack,""pkgman"":netbsd9},{""name"":audio/gst-plugins1-sndfile,""pkgman"":netbsd9},{""name"":meta-pkgs/gstreamer1-default-backend,""pkgman"":netbsd9},{""name"":devel/gst-plugins1-pango,""pkgman"":netbsd9},{""name"":graphics/gst-plugins1-cairo,""pkgman"":netbsd9},{""name"":graphics/gst-plugins1-jpeg,""pkgman"":netbsd9},{""name"":graphics/gst-plugins1-png,""pkgman"":netbsd9},{""name"":graphics/gst-plugins1-gdk_pixbuf,""pkgman"":netbsd9},{""name"":graphics/gst-plugins1-aalib,""pkgman"":netbsd9},{""name"":graphics/gst-plugins1-webp,""pkgman"":netbsd9},{""name"":meta-pkgs/gstreamer0.10-plugins,""pkgman"":netbsd9},{""name"":x11/gst-plugins0.10-x11,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins0.10-bad,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins0.10-base,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins0.10-dvdread,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins0.10-good,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins0.10-hal,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins0.10-mpeg2dec,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins0.10-ogg,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins0.10-resindvd,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins0.10-theora,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins0.10-ugly,""pkgman"":netbsd9},{""name"":multimedia/gstreamer0.10,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins0.10-v4l2,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins0.10-x264,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins0.10-xvid,""pkgman"":netbsd9},{""name"":multimedia/py-gstreamer0.10,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins0.10-vp8,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-bad,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-base,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-v4l2,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-dvdread,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-good,""pkgman"":netbsd9},{""name"":multimedia/gstreamer1,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-mpeg2dec,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-ogg,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-resindvd,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-theora,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-ugly,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-vpx,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-x264,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-egl-gl,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-egl-opengl,""pkgman"":netbsd9},{""name"":multimedia/py-gstreamer1,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-gtk,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-aom,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-libde265,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-x265,""pkgman"":netbsd9},{""name"":multimedia/gst-plugins1-openh264,""pkgman"":netbsd9},{""name"":net/gst-plugins0.10-soup,""pkgman"":netbsd9},{""name"":net/gst-plugins0.10-mms,""pkgman"":netbsd9},{""name"":net/gst-plugins1-rtmp,""pkgman"":netbsd9},{""name"":net/gst-plugins0.10-rtmp,""pkgman"":netbsd9},{""name"":net/gst-plugins1-soup,""pkgman"":netbsd9},{""name"":graphics/gst-plugins0.10-cairo,""pkgman"":netbsd9},{""name"":graphics/gst-plugins0.10-jpeg,""pkgman"":netbsd9},{""name"":graphics/gst-plugins0.10-png,""pkgman"":netbsd9},{""name"":x11/gst-plugins1-x11,""pkgman"":netbsd9},{""name"":x11/gst-plugins1-ximagesrc,""pkgman"":netbsd9},{""name"":sysutils/gst-plugins0.10-gio,""pkgman"":netbsd9},{""name"":sysutils/gst-plugins0.10-gnomevfs,""pkgman"":netbsd9}]",https://gstreamer.freedesktop.org/,"[conan,vcpkg,netbsd9]",115
"[{""name"":gtest,""pkgman"":conan},{""name"":gtest,""pkgman"":vcpkg},{""name"":devel/googletest,""pkgman"":freebsd12},{""name"":devel/googletest,""pkgman"":netbsd9},{""name"":devel/gtest,""pkgman"":openbsd69}]",https://github.com/google/googletest,"[conan,vcpkg,freebsd12,netbsd9,openbsd69]",5
"[{""name"":gumbo-parser,""pkgman"":conan},{""name"":gumbo,""pkgman"":vcpkg},{""name"":devel/gumbo,""pkgman"":freebsd12},{""name"":www/gumbo,""pkgman"":openbsd69}]",https://github.com/google/gumbo-parser,"[conan,vcpkg,freebsd12,openbsd69]",4
"[{""name"":h3,""pkgman"":conan},{""name"":h3,""pkgman"":vcpkg},{""name"":graphics/h3,""pkgman"":freebsd12}]",https://github.com/uber/h3,"[conan,vcpkg,freebsd12]",3
"[{""name"":happly,""pkgman"":conan},{""name"":happly,""pkgman"":vcpkg}]",https://github.com/nmwsharp/happly,"[conan,vcpkg]",2
"[{""name"":hazelcast-cpp-client,""pkgman"":conan},{""name"":hazelcast-cpp-client,""pkgman"":vcpkg}]",https://github.com/hazelcast/hazelcast-cpp-client,"[conan,vcpkg]",2
"[{""name"":hedley,""pkgman"":conan},{""name"":hedley,""pkgman"":vcpkg}]",https://nemequ.github.io/hedley/,"[conan,vcpkg]",2
"[{""name"":hidapi,""pkgman"":conan},{""name"":hidapi,""pkgman"":vcpkg},{""name"":comms/hidapi,""pkgman"":freebsd12},{""name"":comms/libhidapi,""pkgman"":netbsd9}]",https://github.com/libusb/hidapi,"[conan,vcpkg,freebsd12,netbsd9]",4
"[{""name"":highfive,""pkgman"":conan},{""name"":highfive,""pkgman"":vcpkg},{""name"":science/highfive,""pkgman"":freebsd12}]",https://github.com/BlueBrain/HighFive,"[conan,vcpkg,freebsd12]",3
"[{""name"":highway,""pkgman"":conan},{""name"":highway,""pkgman"":vcpkg},{""name"":devel/highway,""pkgman"":freebsd12}]",https://github.com/google/highway,"[conan,vcpkg,freebsd12]",3
"[{""name"":hiredis,""pkgman"":conan},{""name"":hiredis,""pkgman"":vcpkg},{""name"":databases/hiredis,""pkgman"":freebsd12},{""name"":databases/hiredis,""pkgman"":netbsd9},{""name"":databases/libhiredis,""pkgman"":openbsd69}]",https://github.com/redis/hiredis,"[conan,vcpkg,freebsd12,netbsd9,openbsd69]",5
"[{""name"":http_parser,""pkgman"":conan},{""name"":http-parser,""pkgman"":vcpkg},{""name"":www/http-parser,""pkgman"":freebsd12},{""name"":www/http-parser,""pkgman"":netbsd9},{""name"":devel/http-parser,""pkgman"":openbsd69}]",https://github.com/nodejs/http-parser,"[conan,vcpkg,freebsd12,netbsd9,openbsd69]",5
"[{""name"":hunspell,""pkgman"":conan},{""name"":textproc/hyphen,""pkgman"":netbsd9},{""name"":textproc/hunspell,""pkgman"":netbsd9}]",https://hunspell.github.io/,"[conan,netbsd9]",3
"[{""name"":hyperscan,""pkgman"":conan},{""name"":hyperscan,""pkgman"":vcpkg}]",https://www.hyperscan.io,"[conan,vcpkg]",2
"[{""name"":zweikopf,""pkgman"":clojars},{""name"":zweikopf,""pkgman"":rubygems}]",https://github.com/ifesdjeen/zweikopf,"[clojars,rubygems]",2
"[{""name"":7zip,""pkgman"":conan},{""name"":7zip,""pkgman"":vcpkg}]",https://www.7-zip.org,"[conan,vcpkg]",2
"[{""name"":aaplus,""pkgman"":conan},{""name"":libaaplus,""pkgman"":vcpkg}]",http://www.naughter.com/aa.html,"[conan,vcpkg]",2
"[{""name"":abseil,""pkgman"":conan},{""name"":devel/abseil,""pkgman"":freebsd12},{""name"":abseil,""pkgman"":vcpkg},{""name"":devel/abseil,""pkgman"":netbsd9}]",https://github.com/abseil/abseil-cpp,"[conan,freebsd12,vcpkg,netbsd9]",4
"[{""name"":absent,""pkgman"":conan},{""name"":absent,""pkgman"":vcpkg}]",https://github.com/rvarago/absent,"[conan,vcpkg]",2
"[{""name"":alembic,""pkgman"":conan},{""name"":graphics/alembic,""pkgman"":freebsd12},{""name"":graphics/alembic,""pkgman"":openbsd69}]",https://github.com/alembic/alembic,"[conan,freebsd12,openbsd69]",3
"[{""name"":amgcl,""pkgman"":conan},{""name"":math/amgcl,""pkgman"":freebsd12}]",https://github.com/ddemidov/amgcl,"[conan,freebsd12]",2
"[{""name"":amqp-cpp,""pkgman"":conan},{""name"":devel/amqp-cpp,""pkgman"":freebsd12},{""name"":amqpcpp,""pkgman"":vcpkg}]",https://github.com/CopernicaMarketingSoftware/AMQP-CPP,"[conan,freebsd12,vcpkg]",3
"[{""name"":approvaltests.cpp,""pkgman"":conan},{""name"":approval-tests-cpp,""pkgman"":vcpkg}]",https://github.com/approvals/ApprovalTests.cpp,"[conan,vcpkg]",2
"[{""name"":apr,""pkgman"":conan},{""name"":apr-util,""pkgman"":conan},{""name"":apr,""pkgman"":vcpkg},{""name"":apr-util,""pkgman"":vcpkg},{""name"":devel/apr-util,""pkgman"":netbsd9},{""name"":devel/apr,""pkgman"":netbsd9}]",https://apr.apache.org/,"[conan,vcpkg,netbsd9]",6
"[{""name"":aravis,""pkgman"":conan},{""name"":devel/libaravis,""pkgman"":freebsd12},{""name"":multimedia/aravis,""pkgman"":freebsd12}]",https://github.com/AravisProject/aravis,"[conan,freebsd12]",3
"[{""name"":arcus,""pkgman"":conan},{""name"":arcus,""pkgman"":vcpkg},{""name"":net/libarcus,""pkgman"":freebsd12}]",https://github.com/Ultimaker/libArcus,"[conan,vcpkg,freebsd12]",3
"[{""name"":argon2,""pkgman"":conan},{""name"":security/libargon2,""pkgman"":freebsd12},{""name"":security/argon2,""pkgman"":openbsd69}]",https://github.com/P-H-C/phc-winner-argon2,"[conan,freebsd12,openbsd69]",3
"[{""name"":argparse,""pkgman"":conan},{""name"":devel/argparse,""pkgman"":freebsd12},{""name"":argparse,""pkgman"":vcpkg}]",https://github.com/p-ranav/argparse,"[conan,freebsd12,vcpkg]",3
"[{""name"":armadillo,""pkgman"":conan},{""name"":armadillo,""pkgman"":vcpkg}]",http://arma.sourceforge.net,"[conan,vcpkg]",2
"[{""name"":arrow,""pkgman"":conan},{""name"":red-plasma,""pkgman"":rubygems},{""name"":red-parquet,""pkgman"":rubygems},{""name"":red-arrow,""pkgman"":rubygems},{""name"":red-arrow-cuda,""pkgman"":rubygems},{""name"":red-arrow-dataset,""pkgman"":rubygems},{""name"":red-arrow-flight,""pkgman"":rubygems},{""name"":red-arrow-gpu,""pkgman"":rubygems},{""name"":red-gandiva,""pkgman"":rubygems}]",https://arrow.apache.org/,"[conan,rubygems]",9
"[{""name"":assimp,""pkgman"":conan},{""name"":assimp,""pkgman"":vcpkg},{""name"":multimedia/assimp,""pkgman"":freebsd12},{""name"":multimedia/assimp,""pkgman"":openbsd69}]",https://github.com/assimp/assimp,"[conan,vcpkg,freebsd12,openbsd69]",4
"[{""name"":asyncplusplus,""pkgman"":conan},{""name"":devel/asyncplusplus,""pkgman"":freebsd12}]",https://github.com/Amanieu/asyncplusplus,"[conan,freebsd12]",2
"[{""name"":audiofile,""pkgman"":conan},{""name"":audiofile,""pkgman"":vcpkg}]",https://github.com/adamstark/AudioFile,"[conan,vcpkg]",2
"[{""name"":avahi,""pkgman"":conan},{""name"":net/avahi,""pkgman"":openbsd69}]",https://github.com/lathiat/avahi,"[conan,openbsd69]",2
"[{""name"":avir,""pkgman"":conan},{""name"":graphics/avir,""pkgman"":freebsd12}]",https://github.com/avaneev/avir,"[conan,freebsd12]",2
"[{""name"":aws-c-auth,""pkgman"":conan},{""name"":aws-c-auth,""pkgman"":vcpkg},{""name"":security/aws-c-auth,""pkgman"":freebsd12}]",https://github.com/awslabs/aws-c-auth,"[conan,vcpkg,freebsd12]",3
"[{""name"":aws-c-cal,""pkgman"":conan},{""name"":aws-c-cal,""pkgman"":vcpkg},{""name"":security/aws-c-cal,""pkgman"":freebsd12}]",https://github.com/awslabs/aws-c-cal,"[conan,vcpkg,freebsd12]",3
"[{""name"":aws-c-common,""pkgman"":conan},{""name"":devel/aws-c-common,""pkgman"":freebsd12},{""name"":aws-c-common,""pkgman"":vcpkg}]",https://github.com/awslabs/aws-c-common,"[conan,freebsd12,vcpkg]",3
"[{""name"":aws-c-compression,""pkgman"":conan},{""name"":devel/aws-c-compression,""pkgman"":freebsd12},{""name"":aws-c-compression,""pkgman"":vcpkg}]",https://github.com/awslabs/aws-c-compression,"[conan,freebsd12,vcpkg]",3
"[{""name"":aws-c-event-stream,""pkgman"":conan},{""name"":devel/aws-c-event-stream,""pkgman"":freebsd12},{""name"":aws-c-event-stream,""pkgman"":vcpkg}]",https://github.com/awslabs/aws-c-event-stream,"[conan,freebsd12,vcpkg]",3
"[{""name"":aws-checksums,""pkgman"":conan},{""name"":devel/aws-checksums,""pkgman"":freebsd12},{""name"":aws-checksums,""pkgman"":vcpkg}]",https://github.com/awslabs/aws-checksums,"[conan,freebsd12,vcpkg]",3
"[{""name"":aws-c-http,""pkgman"":conan},{""name"":devel/aws-c-http,""pkgman"":freebsd12},{""name"":aws-c-http,""pkgman"":vcpkg}]",https://github.com/awslabs/aws-c-http,"[conan,freebsd12,vcpkg]",3
"[{""name"":aws-c-io,""pkgman"":conan},{""name"":devel/aws-c-io,""pkgman"":freebsd12},{""name"":aws-c-io,""pkgman"":vcpkg}]",https://github.com/awslabs/aws-c-io,"[conan,freebsd12,vcpkg]",3
"[{""name"":aws-c-mqtt,""pkgman"":conan},{""name"":devel/aws-c-mqtt,""pkgman"":freebsd12},{""name"":aws-c-mqtt,""pkgman"":vcpkg}]",https://github.com/awslabs/aws-c-mqtt,"[conan,freebsd12,vcpkg]",3
"[{""name"":aws-crt-cpp,""pkgman"":conan},{""name"":devel/aws-crt-cpp,""pkgman"":freebsd12},{""name"":aws-crt-cpp,""pkgman"":vcpkg}]",https://github.com/awslabs/aws-crt-cpp,"[conan,freebsd12,vcpkg]",3
"[{""name"":aws-c-s3,""pkgman"":conan},{""name"":devel/aws-c-s3,""pkgman"":freebsd12},{""name"":aws-c-s3,""pkgman"":vcpkg}]",https://github.com/awslabs/aws-c-s3,"[conan,freebsd12,vcpkg]",3
"[{""name"":aws-c-sdkutils,""pkgman"":conan},{""name"":devel/aws-c-sdkutils,""pkgman"":freebsd12}]",https://github.com/awslabs/aws-c-sdkutils,"[conan,freebsd12]",2
"[{""name"":aws-sdk-cpp,""pkgman"":conan},{""name"":devel/aws-sdk-cpp,""pkgman"":freebsd12},{""name"":aws-sdk-cpp,""pkgman"":vcpkg}]",https://github.com/aws/aws-sdk-cpp,"[conan,freebsd12,vcpkg]",3
"[{""name"":bazel,""pkgman"":conan},{""name"":@bazel/bazel,""pkgman"":npm},{""name"":@bazel/bazel-darwin_x64,""pkgman"":npm},{""name"":@bazel/bazel-linux_x64,""pkgman"":npm},{""name"":@bazel/bazel-win32_x64,""pkgman"":npm}]",https://bazel.build/,"[conan,npm]",5
"[{""name"":bdwgc,""pkgman"":conan},{""name"":devel/boehm-gc,""pkgman"":netbsd9}]",https://www.hboehm.info/gc/,"[conan,netbsd9]",2
"[{""name"":benchmark,""pkgman"":conan},{""name"":devel/benchmark,""pkgman"":freebsd12},{""name"":benchmark,""pkgman"":vcpkg},{""name"":benchmarks/google-benchmark,""pkgman"":netbsd9}]",https://github.com/google/benchmark,"[conan,freebsd12,vcpkg,netbsd9]",4
"[{""name"":bigint,""pkgman"":conan},{""name"":bigint,""pkgman"":vcpkg}]",https://mattmccutchen.net/bigint,"[conan,vcpkg]",2
"[{""name"":bitmagic,""pkgman"":conan},{""name"":bitmagic,""pkgman"":vcpkg}]",http://bitmagic.io,"[conan,vcpkg]",2
"[{""name"":bitserializer,""pkgman"":conan},{""name"":bitserializer,""pkgman"":vcpkg}]",https://bitbucket.org/Pavel_Kisliak/bitserializer,"[conan,vcpkg]",2
"[{""name"":bitsery,""pkgman"":conan},{""name"":bitsery,""pkgman"":vcpkg}]",https://github.com/fraillt/bitsery,"[conan,vcpkg]",2
"[{""name"":blaze,""pkgman"":conan},{""name"":blaze,""pkgman"":vcpkg}]",https://bitbucket.org/blaze-lib/blaze,"[conan,vcpkg]",2
"[{""name"":boolinq,""pkgman"":conan},{""name"":boolinq,""pkgman"":vcpkg}]",https://github.com/k06a/boolinq,"[conan,vcpkg]",2
