id,url,count_deps,count_total
340,https://github.com/h2o/h2o,"{'freebsd12': 2, 'openbsd69': 1, 'netbsd9': 0}",3
9,https://github.com/arrowprotocol/arrow,"{'cargo': 2, 'npm': 1}",3
157,https://github.com/anholt/libepoxy,"{'conan': 1, 'vcpkg': 2, 'netbsd9': 0}",3
301,https://github.com/tensorflow/tensorflow,"{'vcpkg': 2, 'freebsd12': 1}",3
65,https://github.com/martinus/robin-hood-hashing,"{'conan': 2, 'vcpkg': 1}",3
222,https://github.com/csound/csound,"{'npm': 1, 'freebsd12': 2}",3
304,https://github.com/ros/urdfdom_headers,"{'vcpkg': 2, 'freebsd12': 1}",3
87,https://github.com/Dobiasd/FunctionalPlus,"{'conan': 1, 'vcpkg': 1, 'freebsd12': 1}",3
141,https://github.com/electronicarts/EABase,"{'conan': 1, 'vcpkg': 2}",3
315,https://github.com/fujiwarat/cldr-emoji-annotation,"{'freebsd12': 1, 'netbsd9': 2}",3
316,https://github.com/lutraconsulting/MDAL,"{'freebsd12': 2, 'openbsd69': 1}",3
336,https://github.com/NanXiao/lscpu,"{'freebsd12': 2, 'openbsd69': 1}",3
15,https://github.com/ahalabs/witme,"{'cargo': 2, 'npm': 1}",3
323,https://github.com/ksnip/kImageAnnotator,"{'freebsd12': 2, 'openbsd69': 1}",3
126,https://github.com/CLIUtils/CLI11,"{'conan': 1, 'vcpkg': 1, 'freebsd12': 1}",3
19,https://github.com/PaddiM8/kalker/tree/master/kalk,"{'cargo': 2, 'npm': 1}",3
328,https://github.com/wang-bin/QtAV,"{'freebsd12': 1, 'openbsd69': 2}",3
116,https://github.com/aws/aws-sdk-cpp,"{'conan': 1, 'freebsd12': 2, 'vcpkg': 0}",3
154,https://github.com/PJK/libcbor,"{'conan': 0, 'freebsd12': 2, 'vcpkg': 1, 'netbsd9': 0}",3
285,https://github.com/mono/mono-addins,"{'freebsd12': 2, 'openbsd69': 1}",3
280,https://github.com/v8/v8,"{'freebsd12': 2, 'openbsd69': 1}",3
249,https://github.com/osmcode/libosmium,"{'freebsd12': 1, 'openbsd69': 2}",3
182,https://github.com/Stiffstream/sobjectizer,"{'conan': 1, 'freebsd12': 1, 'vcpkg': 1}",3
178,https://github.com/kazuho/picojson,"{'conan': 1, 'vcpkg': 1, 'freebsd12': 1}",3
185,https://github.com/KhronosGroup/SPIRV-Cross,"{'conan': 2, 'vcpkg': 1}",3
187,https://github.com/rbock/sqlpp11,"{'conan': 1, 'vcpkg': 2}",3
250,https://github.com/encukou/py3c,"{'freebsd12': 1, 'netbsd9': 1, 'openbsd69': 1}",3
278,https://github.com/puppetlabs/cpp-hocon,"{'freebsd12': 2, 'openbsd69': 1}",3
248,https://github.com/gpsbabel/gpsbabel,"{'freebsd12': 2, 'openbsd69': 1}",3
195,https://uriparser.github.io/,"{'conan': 1, 'vcpkg': 2, 'netbsd9': 0}",3
284,https://github.com/s-yata/marisa-trie,"{'freebsd12': 1, 'netbsd9': 2}",3
86,https://github.com/Naios/function2,"{'conan': 1, 'vcpkg': 1}",2
189,https://github.com/taskflow/taskflow,"{'conan': 0, 'vcpkg': 1, 'freebsd12': 1}",2
349,https://github.com/baskerville/sxhkd,"{'freebsd12': 1, 'netbsd9': 0, 'openbsd69': 1}",2
324,https://github.com/haasn/libplacebo,"{'freebsd12': 1, 'openbsd69': 1}",2
348,https://github.com/naelstrof/slop,"{'freebsd12': 1, 'openbsd69': 1, 'netbsd9': 0}",2
326,https://github.com/dinhviethoa/libetpan,"{'freebsd12': 1, 'openbsd69': 1}",2
2,https://github.com/chronos-so/chronos,"{'cargo': 1, 'npm': 1}",2
183,https://github.com/ThePhD/sol2,"{'conan': 0, 'freebsd12': 1, 'vcpkg': 1}",2
78,https://github.com/skypjack/entt,"{'conan': 1, 'vcpkg': 1, 'freebsd12': 0}",2
16,https://github.com/Picovoice/rhino,"{'cargo': 1, 'npm': 1}",2
220,https://github.com/dftd4/dftd4,"{'fpm': 1, 'freebsd12': 1}",2
136,https://github.com/zeromq/czmq,"{'conan': 1, 'vcpkg': 1, 'freebsd12': 0}",2
345,https://github.com/luceneplusplus/LucenePlusPlus,"{'freebsd12': 1, 'openbsd69': 1}",2
334,https://github.com/technion/libscrypt,"{'freebsd12': 1, 'openbsd69': 1}",2
57,https://github.com/fgnass/spin.js,"{'clojars': 1, 'npm': 1}",2
61,https://github.com/erlang/otp,"{'clojars': 1, 'freebsd12': 1}",2
321,https://github.com/fifengine/fifengine,"{'freebsd12': 1, 'openbsd69': 1}",2
66,https://github.com/axboe/liburing,"{'conan': 1, 'vcpkg': 1}",2
135,https://github.com/jarro2783/cxxopts,"{'conan': 0, 'vcpkg': 0, 'freebsd12': 1, 'netbsd9': 1}",2
230,https://github.com/asmjit/asmjit,"{'freebsd12': 1, 'vcpkg': 1}",2
257,https://github.com/mongodb/mongo-c-driver,"{'vcpkg': 1, 'freebsd12': 1, 'netbsd9': 0}",2
68,https://github.com/libuvc/libuvc,"{'conan': 0, 'vcpkg': 1, 'freebsd12': 1}",2
319,https://github.com/EasyRPG/liblcf,"{'freebsd12': 1, 'openbsd69': 1}",2
247,https://github.com/twogood/unshield,"{'freebsd12': 1, 'netbsd9': 0, 'openbsd69': 1}",2
176,https://github.com/xiph/opusfile,"{'conan': 1, 'vcpkg': 1}",2
168,https://github.com/jlblancoc/nanoflann,"{'conan': 1, 'vcpkg': 0, 'freebsd12': 1}",2
167,https://github.com/Neargye/nameof,"{'conan': 1, 'vcpkg': 1}",2
291,https://github.com/intel/opencl-clang,"{'freebsd12': 1, 'netbsd9': 1}",2
163,https://github.com/jtv/libpqxx,"{'conan': 0, 'freebsd12': 1, 'openbsd69': 1}",2
207,https://github.com/biojppm/rapidyaml,"{'conan': 1, 'vcpkg': 0, 'freebsd12': 1}",2
295,https://github.com/zrax/string_theory,"{'freebsd12': 1, 'vcpkg': 1}",2
239,https://github.com/dtschump/CImg,"{'vcpkg': 1, 'freebsd12': 1}",2
283,https://github.com/pavouk/lgi,"{'freebsd12': 1, 'netbsd9': 0, 'openbsd69': 1}",2
162,https://github.com/google/libnop,"{'conan': 1, 'vcpkg': 1}",2
159,https://github.com/libfuse/libfuse,"{'conan': 1, 'netbsd9': 1}",2
279,https://github.com/fifengine/fifechan,"{'freebsd12': 1, 'openbsd69': 1}",2
153,https://github.com/ianlancetaylor/libbacktrace,"{'conan': 1, 'freebsd12': 1, 'vcpkg': 0}",2
148,https://github.com/kuba--/zip,"{'conan': 1, 'vcpkg': 1}",2
80,https://github.com/eProsima/Fast-CDR,"{'conan': 1, 'vcpkg': 1}",2
28,https://github.com/badboy/mdbook-mermaid,"{'cargo': 1, 'freebsd12': 1}",2
147,https://github.com/kainjow/Mustache,"{'conan': 1, 'freebsd12': 1}",2
124,https://github.com/civetweb/civetweb,"{'conan': 1, 'vcpkg': 0, 'freebsd12': 1}",2
177,https://github.com/eclipse/paho.mqtt.c,"{'conan': 1, 'vcpkg': 1}",2
310,https://github.com/boothj5/libmesode,"{'freebsd12': 1, 'netbsd9': 0, 'openbsd69': 1}",2
274,https://github.com/rubund/graywolf,"{'freebsd12': 1, 'openbsd69': 1}",2
312,https://github.com/bgp/bgpq4,"{'freebsd12': 1, 'openbsd69': 1}",2
313,https://github.com/5u623l20/flow-tools,"{'freebsd12': 1, 'openbsd69': 1}",2
314,https://github.com/phaag/nfdump,"{'freebsd12': 1, 'openbsd69': 1}",2
272,https://github.com/hoene/libmysofa,"{'freebsd12': 1, 'netbsd9': 0, 'openbsd69': 1}",2
22,https://github.com/Picovoice/porcupine,"{'cargo': 1, 'npm': 1}",2
179,https://github.com/greenm01/poly2tri,"{'conan': 1, 'vcpkg': 1}",2
254,https://github.com/brunoos/luasec,"{'vcpkg': 0, 'freebsd12': 1, 'openbsd69': 1}",2
