packages,url
"[{""manager"":conan,""name"":amqp-cpp},{""manager"":vcpkg,""name"":amqpcpp},{""manager"":freebsd12,""name"":devel/amqp-cpp}]",https://github.com/CopernicaMarketingSoftware/AMQP-CPP
"[{""manager"":conan,""name"":approvaltests.cpp},{""manager"":vcpkg,""name"":approval-tests-cpp}]",https://github.com/approvals/ApprovalTests.cpp
"[{""manager"":conan,""name"":apr},{""manager"":conan,""name"":apr-util},{""manager"":vcpkg,""name"":apr},{""manager"":vcpkg,""name"":apr-util},{""manager"":netbsd9,""name"":devel/apr-util},{""manager"":netbsd9,""name"":devel/apr}]",https://apr.apache.org/
"[{""manager"":conan,""name"":aravis},{""manager"":freebsd12,""name"":devel/libaravis},{""manager"":freebsd12,""name"":multimedia/aravis}]",https://github.com/AravisProject/aravis
"[{""manager"":conan,""name"":arcus},{""manager"":vcpkg,""name"":arcus},{""manager"":freebsd12,""name"":net/libarcus}]",https://github.com/Ultimaker/libArcus
"[{""manager"":conan,""name"":argon2},{""manager"":freebsd12,""name"":security/libargon2},{""manager"":openbsd69,""name"":security/argon2}]",https://github.com/P-H-C/phc-winner-argon2
"[{""manager"":conan,""name"":argparse},{""manager"":vcpkg,""name"":argparse},{""manager"":freebsd12,""name"":devel/argparse}]",https://github.com/p-ranav/argparse
"[{""manager"":conan,""name"":armadillo},{""manager"":vcpkg,""name"":armadillo}]",http://arma.sourceforge.net
"[{""manager"":conan,""name"":assimp},{""manager"":vcpkg,""name"":assimp},{""manager"":freebsd12,""name"":multimedia/assimp},{""manager"":openbsd69,""name"":multimedia/assimp}]",https://github.com/assimp/assimp
"[{""manager"":conan,""name"":asyncplusplus},{""manager"":freebsd12,""name"":devel/asyncplusplus}]",https://github.com/Amanieu/asyncplusplus
"[{""manager"":conan,""name"":audiofile},{""manager"":vcpkg,""name"":audiofile}]",https://github.com/adamstark/AudioFile
"[{""manager"":conan,""name"":avahi},{""manager"":openbsd69,""name"":net/avahi}]",https://github.com/lathiat/avahi
"[{""manager"":conan,""name"":avir},{""manager"":freebsd12,""name"":graphics/avir}]",https://github.com/avaneev/avir
"[{""manager"":conan,""name"":aws-c-auth},{""manager"":vcpkg,""name"":aws-c-auth},{""manager"":freebsd12,""name"":security/aws-c-auth}]",https://github.com/awslabs/aws-c-auth
"[{""manager"":conan,""name"":aws-c-cal},{""manager"":vcpkg,""name"":aws-c-cal},{""manager"":freebsd12,""name"":security/aws-c-cal}]",https://github.com/awslabs/aws-c-cal
"[{""manager"":conan,""name"":aws-c-common},{""manager"":vcpkg,""name"":aws-c-common},{""manager"":freebsd12,""name"":devel/aws-c-common}]",https://github.com/awslabs/aws-c-common
"[{""manager"":conan,""name"":aws-c-compression},{""manager"":vcpkg,""name"":aws-c-compression},{""manager"":freebsd12,""name"":devel/aws-c-compression}]",https://github.com/awslabs/aws-c-compression
"[{""manager"":conan,""name"":aws-c-event-stream},{""manager"":vcpkg,""name"":aws-c-event-stream},{""manager"":freebsd12,""name"":devel/aws-c-event-stream}]",https://github.com/awslabs/aws-c-event-stream
"[{""manager"":conan,""name"":aws-checksums},{""manager"":vcpkg,""name"":aws-checksums},{""manager"":freebsd12,""name"":devel/aws-checksums}]",https://github.com/awslabs/aws-checksums
"[{""manager"":conan,""name"":aws-c-http},{""manager"":vcpkg,""name"":aws-c-http},{""manager"":freebsd12,""name"":devel/aws-c-http}]",https://github.com/awslabs/aws-c-http
"[{""manager"":conan,""name"":aws-c-io},{""manager"":vcpkg,""name"":aws-c-io},{""manager"":freebsd12,""name"":devel/aws-c-io}]",https://github.com/awslabs/aws-c-io
"[{""manager"":conan,""name"":aws-c-mqtt},{""manager"":vcpkg,""name"":aws-c-mqtt},{""manager"":freebsd12,""name"":devel/aws-c-mqtt}]",https://github.com/awslabs/aws-c-mqtt
"[{""manager"":conan,""name"":aws-crt-cpp},{""manager"":vcpkg,""name"":aws-crt-cpp},{""manager"":freebsd12,""name"":devel/aws-crt-cpp}]",https://github.com/awslabs/aws-crt-cpp
"[{""manager"":conan,""name"":aws-c-s3},{""manager"":vcpkg,""name"":aws-c-s3},{""manager"":freebsd12,""name"":devel/aws-c-s3}]",https://github.com/awslabs/aws-c-s3
"[{""manager"":conan,""name"":aws-c-sdkutils},{""manager"":freebsd12,""name"":devel/aws-c-sdkutils}]",https://github.com/awslabs/aws-c-sdkutils
"[{""manager"":conan,""name"":aws-sdk-cpp},{""manager"":vcpkg,""name"":aws-sdk-cpp},{""manager"":freebsd12,""name"":devel/aws-sdk-cpp}]",https://github.com/aws/aws-sdk-cpp
"[{""manager"":conan,""name"":bdwgc},{""manager"":netbsd9,""name"":devel/boehm-gc}]",https://www.hboehm.info/gc/
"[{""manager"":conan,""name"":benchmark},{""manager"":vcpkg,""name"":benchmark},{""manager"":freebsd12,""name"":devel/benchmark},{""manager"":netbsd9,""name"":benchmarks/google-benchmark}]",https://github.com/google/benchmark
"[{""manager"":conan,""name"":bigint},{""manager"":vcpkg,""name"":bigint}]",https://mattmccutchen.net/bigint
"[{""manager"":conan,""name"":bitmagic},{""manager"":vcpkg,""name"":bitmagic}]",http://bitmagic.io
"[{""manager"":conan,""name"":bitserializer},{""manager"":vcpkg,""name"":bitserializer}]",https://bitbucket.org/Pavel_Kisliak/bitserializer
"[{""manager"":conan,""name"":bitsery},{""manager"":vcpkg,""name"":bitsery}]",https://github.com/fraillt/bitsery
"[{""manager"":conan,""name"":blaze},{""manager"":vcpkg,""name"":blaze}]",https://bitbucket.org/blaze-lib/blaze
"[{""manager"":conan,""name"":boolinq},{""manager"":vcpkg,""name"":boolinq}]",https://github.com/k06a/boolinq
"[{""manager"":conan,""name"":boost-ext-ut},{""manager"":vcpkg,""name"":bext-ut}]",https://boost-ext.github.io/ut/
"[{""manager"":conan,""name"":brigand},{""manager"":vcpkg,""name"":brigand}]",https://github.com/edouarda/brigand
"[{""manager"":conan,""name"":brotli},{""manager"":vcpkg,""name"":brotli},{""manager"":freebsd12,""name"":archivers/brotli},{""manager"":netbsd9,""name"":archivers/brotli},{""manager"":netbsd9,""name"":archivers/py-brotli},{""manager"":openbsd69,""name"":archivers/brotli}]",https://github.com/google/brotli
"[{""manager"":conan,""name"":brynet},{""manager"":vcpkg,""name"":brynet}]",https://github.com/IronsDu/brynet
"[{""manager"":conan,""name"":bullet3},{""manager"":vcpkg,""name"":bullet3},{""manager"":freebsd12,""name"":devel/bullet},{""manager"":freebsd12,""name"":devel/py-bullet3},{""manager"":openbsd69,""name"":devel/bullet}]",https://github.com/bulletphysics/bullet3
"[{""manager"":conan,""name"":butteraugli},{""manager"":vcpkg,""name"":butteraugli}]",https://github.com/google/butteraugli
"[{""manager"":conan,""name"":c4core},{""manager"":vcpkg,""name"":c4core},{""manager"":freebsd12,""name"":devel/c4core}]",https://github.com/biojppm/c4core
"[{""manager"":conan,""name"":caf},{""manager"":vcpkg,""name"":caf},{""manager"":freebsd12,""name"":devel/caf}]",https://github.com/actor-framework/actor-framework
"[{""manager"":conan,""name"":cairo},{""manager"":conan,""name"":pixman},{""manager"":netbsd9,""name"":graphics/cairo},{""manager"":netbsd9,""name"":graphics/cairo-gobject}]",https://cairographics.org/
"[{""manager"":conan,""name"":c-ares},{""manager"":netbsd9,""name"":net/libcares}]",https://c-ares.haxx.se/
"[{""manager"":conan,""name"":cargs},{""manager"":vcpkg,""name"":cargs}]",https://likle.github.io/cargs/
"[{""manager"":conan,""name"":catch2},{""manager"":vcpkg,""name"":catch-classic},{""manager"":vcpkg,""name"":catch2},{""manager"":freebsd12,""name"":devel/catch},{""manager"":openbsd69,""name"":devel/catch2}]",https://github.com/catchorg/Catch2
"[{""manager"":conan,""name"":c-blosc},{""manager"":vcpkg,""name"":blosc},{""manager"":freebsd12,""name"":archivers/c-blosc},{""manager"":openbsd69,""name"":archivers/blosc}]",https://github.com/Blosc/c-blosc
"[{""manager"":conan,""name"":cc65},{""manager"":netbsd9,""name"":cross/cc65}]",https://cc65.github.io/
"[{""manager"":conan,""name"":cctag},{""manager"":vcpkg,""name"":cctag}]",https://github.com/alicevision/CCTag
"[{""manager"":conan,""name"":cctz},{""manager"":vcpkg,""name"":cctz},{""manager"":freebsd12,""name"":devel/cctz}]",https://github.com/google/cctz
"[{""manager"":conan,""name"":c-dbg-macro},{""manager"":vcpkg,""name"":c-dbg-macro}]",https://github.com/eerimoq/dbg-macro
"[{""manager"":conan,""name"":celero},{""manager"":vcpkg,""name"":celero},{""manager"":freebsd12,""name"":benchmarks/libcelero}]",https://github.com/DigitalInBlue/Celero
"[{""manager"":conan,""name"":cereal},{""manager"":vcpkg,""name"":cereal},{""manager"":freebsd12,""name"":devel/cereal}]",https://github.com/USCiLab/cereal
"[{""manager"":conan,""name"":cfitsio},{""manager"":vcpkg,""name"":cfitsio}]",https://heasarc.gsfc.nasa.gov/fitsio/
"[{""manager"":conan,""name"":cgal},{""manager"":vcpkg,""name"":cgal}]",https://github.com/CGAL/cgal
"[{""manager"":conan,""name"":cglm},{""manager"":freebsd12,""name"":math/cglm},{""manager"":netbsd9,""name"":graphics/cglm}]",https://github.com/recp/cglm
"[{""manager"":conan,""name"":cgltf},{""manager"":vcpkg,""name"":cgltf}]",https://github.com/jkuhlmann/cgltf
"[{""manager"":conan,""name"":cgns},{""manager"":vcpkg,""name"":cgns}]",http://cgns.org/
"[{""manager"":conan,""name"":chaiscript},{""manager"":vcpkg,""name"":chaiscript},{""manager"":freebsd12,""name"":lang/chaiscript}]",https://github.com/ChaiScript/ChaiScript
"[{""manager"":conan,""name"":charls},{""manager"":vcpkg,""name"":charls},{""manager"":freebsd12,""name"":graphics/charls}]",https://github.com/team-charls/charls
"[{""manager"":conan,""name"":chipmunk2d},{""manager"":vcpkg,""name"":chipmunk}]",https://github.com/slembcke/Chipmunk2D
"[{""manager"":conan,""name"":cityhash},{""manager"":vcpkg,""name"":cityhash},{""manager"":freebsd12,""name"":devel/cityhash},{""manager"":netbsd9,""name"":textproc/cityhash}]",https://github.com/google/cityhash
"[{""manager"":conan,""name"":civetweb},{""manager"":vcpkg,""name"":civetweb},{""manager"":freebsd12,""name"":www/civetweb}]",https://github.com/civetweb/civetweb
"[{""manager"":conan,""name"":cjson},{""manager"":vcpkg,""name"":cjson},{""manager"":freebsd12,""name"":devel/libcjson},{""manager"":netbsd9,""name"":textproc/cJSON}]",https://github.com/DaveGamble/cJSON
"[{""manager"":conan,""name"":cli11},{""manager"":vcpkg,""name"":cli11},{""manager"":freebsd12,""name"":devel/cli11}]",https://github.com/CLIUtils/CLI11
"[{""manager"":conan,""name"":clipp},{""manager"":freebsd12,""name"":devel/clipp}]",https://github.com/muellan/clipp
"[{""manager"":conan,""name"":cocoyaxi},{""manager"":vcpkg,""name"":co},{""manager"":vcpkg,""name"":cocoyaxi}]",https://github.com/idealvin/cocoyaxi
"[{""manager"":conan,""name"":coin-cgl},{""manager"":vcpkg,""name"":cgl},{""manager"":freebsd12,""name"":math/cgl}]",https://github.com/coin-or/Cgl
"[{""manager"":conan,""name"":coin-osi},{""manager"":freebsd12,""name"":math/osi}]",https://github.com/coin-or/Osi
"[{""manager"":conan,""name"":coin-utils},{""manager"":freebsd12,""name"":math/coinutils}]",https://github.com/coin-or/CoinUtils
"[{""manager"":conan,""name"":concurrentqueue},{""manager"":vcpkg,""name"":concurrentqueue},{""manager"":freebsd12,""name"":devel/concurrentqueue}]",https://github.com/cameron314/concurrentqueue
"[{""manager"":conan,""name"":cppcheck},{""manager"":freebsd12,""name"":devel/cppcheck-gui},{""manager"":freebsd12,""name"":devel/cppcheck}]",https://github.com/danmar/cppcheck
"[{""manager"":conan,""name"":ecos},{""manager"":freebsd12,""name"":math/ecos}]",https://github.com/embotech/ecos
"[{""manager"":conan,""name"":edlib},{""manager"":vcpkg,""name"":edlib},{""manager"":freebsd12,""name"":biology/edlib}]",https://github.com/Martinsos/edlib
"[{""manager"":conan,""name"":effolkronium-random},{""manager"":vcpkg,""name"":effolkronium-random}]",https://github.com/effolkronium/random
"[{""manager"":conan,""name"":eigen},{""manager"":vcpkg,""name"":eigen3}]",http://eigen.tuxfamily.org
"[{""manager"":conan,""name"":enchant},{""manager"":netbsd9,""name"":textproc/enchant2}]",https://abiword.github.io/enchant/
"[{""manager"":conan,""name"":enet},{""manager"":vcpkg,""name"":enet}]",https://github.com/lsalzman/enet
"[{""manager"":conan,""name"":entt},{""manager"":vcpkg,""name"":entt},{""manager"":freebsd12,""name"":devel/entt}]",https://github.com/skypjack/entt
"[{""manager"":conan,""name"":exiv2},{""manager"":vcpkg,""name"":exiv2}]",https://www.exiv2.org
"[{""manager"":conan,""name"":expat},{""manager"":vcpkg,""name"":expat}]",https://github.com/libexpat/libexpat
"[{""manager"":conan,""name"":expected-lite},{""manager"":vcpkg,""name"":expected-lite}]",https://github.com/martinmoene/expected-lite
"[{""manager"":conan,""name"":exprtk},{""manager"":vcpkg,""name"":exprtk}]",https://www.partow.net/programming/exprtk/index.html
"[{""manager"":conan,""name"":ezc3d},{""manager"":vcpkg,""name"":ezc3d},{""manager"":freebsd12,""name"":misc/ezc3d}]",https://github.com/pyomeca/ezc3d
"[{""manager"":conan,""name"":fakeit},{""manager"":vcpkg,""name"":fakeit}]",https://github.com/eranpeer/FakeIt
"[{""manager"":conan,""name"":farmhash},{""manager"":vcpkg,""name"":farmhash},{""manager"":freebsd12,""name"":security/farmhash}]",https://github.com/google/farmhash
"[{""manager"":conan,""name"":fast-cdr},{""manager"":vcpkg,""name"":fastcdr}]",https://github.com/eProsima/Fast-CDR
"[{""manager"":conan,""name"":fast-cpp-csv-parser},{""manager"":vcpkg,""name"":fast-cpp-csv-parser}]",https://github.com/ben-strasser/fast-cpp-csv-parser
"[{""manager"":conan,""name"":fast_float},{""manager"":vcpkg,""name"":fast-float}]",https://github.com/fastfloat/fast_float
"[{""manager"":conan,""name"":fcl},{""manager"":vcpkg,""name"":fcl},{""manager"":freebsd12,""name"":math/fcl},{""manager"":freebsd12,""name"":math/fcl05}]",https://github.com/flexible-collision-library/fcl
"[{""manager"":conan,""name"":ffmpeg},{""manager"":vcpkg,""name"":ffmpeg}]",https://ffmpeg.org
"[{""manager"":conan,""name"":fftw},{""manager"":netbsd9,""name"":math/fftw},{""manager"":netbsd9,""name"":math/fftw2},{""manager"":netbsd9,""name"":math/fftw-long},{""manager"":netbsd9,""name"":math/fftw-quad}]",http://www.fftw.org/
"[{""manager"":conan,""name"":fire-hpp},{""manager"":freebsd12,""name"":devel/fire-hpp}]",https://github.com/kongaskristjan/fire-hpp
"[{""manager"":conan,""name"":flatcc},{""manager"":freebsd12,""name"":devel/flatcc}]",https://github.com/dvidelabs/flatcc
"[{""manager"":conan,""name"":flex},{""manager"":netbsd9,""name"":devel/flex}]",https://github.com/westes/flex
"[{""manager"":conan,""name"":fmt},{""manager"":vcpkg,""name"":fmt},{""manager"":openbsd69,""name"":devel/fmt}]",https://github.com/fmtlib/fmt
"[{""manager"":conan,""name"":folly},{""manager"":vcpkg,""name"":folly},{""manager"":freebsd12,""name"":devel/folly}]",https://github.com/facebook/folly
"[{""manager"":conan,""name"":foxi},{""manager"":vcpkg,""name"":foxi}]",https://github.com/houseroad/foxi
"[{""manager"":conan,""name"":fp16},{""manager"":vcpkg,""name"":fp16},{""manager"":freebsd12,""name"":devel/fp16}]",https://github.com/Maratyszcza/FP16
"[{""manager"":conan,""name"":fribidi},{""manager"":netbsd9,""name"":converters/fribidi},{""manager"":openbsd69,""name"":devel/fribidi}]",https://github.com/fribidi/fribidi
"[{""manager"":conan,""name"":frozen},{""manager"":vcpkg,""name"":frozen}]",https://github.com/serge-sans-paille/frozen
"[{""manager"":conan,""name"":frugally-deep},{""manager"":vcpkg,""name"":frugally-deep},{""manager"":freebsd12,""name"":misc/frugally-deep}]",https://github.com/Dobiasd/frugally-deep
"[{""manager"":conan,""name"":fruit},{""manager"":vcpkg,""name"":fruit}]",https://github.com/google/fruit
"[{""manager"":conan,""name"":ftxui},{""manager"":vcpkg,""name"":ftxui}]",https://github.com/ArthurSonzogni/FTXUI
"[{""manager"":conan,""name"":function2},{""manager"":vcpkg,""name"":function2}]",https://github.com/Naios/function2
"[{""manager"":conan,""name"":functionalplus},{""manager"":vcpkg,""name"":fplus},{""manager"":freebsd12,""name"":devel/functionalplus}]",https://github.com/Dobiasd/FunctionalPlus
"[{""manager"":conan,""name"":fxdiv},{""manager"":vcpkg,""name"":fxdiv},{""manager"":freebsd12,""name"":devel/fxdiv}]",https://github.com/Maratyszcza/FXdiv
"[{""manager"":conan,""name"":g3log},{""manager"":vcpkg,""name"":g3log}]",https://github.com/KjellKod/g3log
"[{""manager"":conan,""name"":gamenetworkingsockets},{""manager"":vcpkg,""name"":gamenetworkingsockets},{""manager"":freebsd12,""name"":net/gamenetworkingsockets}]",https://github.com/ValveSoftware/GameNetworkingSockets
"[{""manager"":conan,""name"":gamma},{""manager"":vcpkg,""name"":gamma}]",https://github.com/LancePutnam/Gamma
"[{""manager"":conan,""name"":gcem},{""manager"":freebsd12,""name"":devel/gcem}]",https://github.com/kthohr/gcem
"[{""manager"":conan,""name"":gdk-pixbuf},{""manager"":vcpkg,""name"":gdk-pixbuf}]",https://developer.gnome.org/gdk-pixbuf/
"[{""manager"":conan,""name"":gemmlowp},{""manager"":vcpkg,""name"":gemmlowp},{""manager"":freebsd12,""name"":math/gemmlowp}]",https://github.com/google/gemmlowp
"[{""manager"":conan,""name"":genie},{""manager"":freebsd12,""name"":devel/genie}]",https://github.com/bkaradzic/GENie
"[{""manager"":conan,""name"":geographiclib},{""manager"":vcpkg,""name"":geographiclib}]",https://geographiclib.sourceforge.io
"[{""manager"":conan,""name"":geos},{""manager"":netbsd9,""name"":geography/geos}]",https://trac.osgeo.org/geos
"[{""manager"":conan,""name"":getdns},{""manager"":vcpkg,""name"":getdns}]",https://getdnsapi.net/
"[{""manager"":conan,""name"":gflags},{""manager"":vcpkg,""name"":gflags},{""manager"":freebsd12,""name"":devel/gflags},{""manager"":netbsd9,""name"":devel/gflags},{""manager"":openbsd69,""name"":devel/gflags}]",https://github.com/gflags/gflags
"[{""manager"":conan,""name"":ghc-filesystem},{""manager"":vcpkg,""name"":ghc-filesystem}]",https://github.com/gulrak/filesystem
"[{""manager"":conan,""name"":glfw},{""manager"":vcpkg,""name"":glfw3}]",https://github.com/glfw/glfw
"[{""manager"":conan,""name"":glm},{""manager"":freebsd12,""name"":math/glm},{""manager"":openbsd69,""name"":graphics/glm}]",https://github.com/g-truc/glm
"[{""manager"":conan,""name"":glog},{""manager"":netbsd9,""name"":devel/google-glog}]",https://github.com/google/glog/
"[{""manager"":conan,""name"":glslang},{""manager"":vcpkg,""name"":glslang},{""manager"":freebsd12,""name"":graphics/glslang},{""manager"":openbsd69,""name"":graphics/glslang}]",https://github.com/KhronosGroup/glslang
"[{""manager"":conan,""name"":gmp},{""manager"":vcpkg,""name"":gmp}]",https://gmplib.org
"[{""manager"":conan,""name"":google-cloud-cpp},{""manager"":vcpkg,""name"":google-cloud-cpp}]",https://github.com/googleapis/google-cloud-cpp
"[{""manager"":conan,""name"":greatest},{""manager"":vcpkg,""name"":greatest}]",https://github.com/silentbicycle/greatest
"[{""manager"":conan,""name"":grpc},{""manager"":vcpkg,""name"":grpc},{""manager"":freebsd12,""name"":devel/grpc},{""manager"":freebsd12,""name"":devel/grpc142}]",https://github.com/grpc/grpc
"[{""manager"":conan,""name"":cpp-httplib},{""manager"":vcpkg,""name"":cpp-httplib},{""manager"":freebsd12,""name"":www/cpp-httplib}]",https://github.com/yhirose/cpp-httplib
"[{""manager"":conan,""name"":cpp-ipc},{""manager"":vcpkg,""name"":cpp-ipc}]",https://github.com/mutouyun/cpp-ipc
"[{""manager"":conan,""name"":cppitertools},{""manager"":vcpkg,""name"":cppitertools}]",https://github.com/ryanhaining/cppitertools
"[{""manager"":conan,""name"":cpp-jwt},{""manager"":vcpkg,""name"":cpp-jwt}]",https://github.com/arun11299/cpp-jwt
"[{""manager"":conan,""name"":cppkafka},{""manager"":vcpkg,""name"":cppkafka}]",https://github.com/mfontanini/cppkafka
"[{""manager"":conan,""name"":cpp-peglib},{""manager"":freebsd12,""name"":textproc/cpp-peglib}]",https://github.com/yhirose/cpp-peglib
"[{""manager"":conan,""name"":cpprestsdk},{""manager"":vcpkg,""name"":cpprestsdk},{""manager"":freebsd12,""name"":devel/cpprestsdk}]",https://github.com/Microsoft/cpprestsdk
"[{""manager"":conan,""name"":cppzmq},{""manager"":vcpkg,""name"":cppzmq},{""manager"":freebsd12,""name"":net/cppzmq},{""manager"":openbsd69,""name"":net/cppzmq}]",https://github.com/zeromq/cppzmq
"[{""manager"":conan,""name"":cpu_features},{""manager"":vcpkg,""name"":cpu-features},{""manager"":freebsd12,""name"":devel/cpu_features}]",https://github.com/google/cpu_features
"[{""manager"":conan,""name"":cpuinfo},{""manager"":vcpkg,""name"":cpuinfo}]",https://github.com/pytorch/cpuinfo
"[{""manager"":conan,""name"":cpython},{""manager"":vcpkg,""name"":python2}]",https://www.python.org
"[{""manager"":conan,""name"":crashpad},{""manager"":vcpkg,""name"":crashpad}]",https://chromium.googlesource.com/crashpad/crashpad/+/master/README.md
"[{""manager"":conan,""name"":crc32c},{""manager"":vcpkg,""name"":crc32c},{""manager"":freebsd12,""name"":devel/crc32c}]",https://github.com/google/crc32c
"[{""manager"":conan,""name"":cs_libguarded},{""manager"":vcpkg,""name"":libguarded}]",https://github.com/copperspice/libguarded
"[{""manager"":conan,""name"":ctre},{""manager"":vcpkg,""name"":ctre},{""manager"":freebsd12,""name"":devel/ctre}]",https://github.com/hanickadot/compile-time-regular-expressions
"[{""manager"":conan,""name"":cunit},{""manager"":netbsd9,""name"":devel/cunit}]",http://cunit.sourceforge.net/
"[{""manager"":conan,""name"":cute_headers},{""manager"":vcpkg,""name"":cute-headers}]",https://github.com/RandyGaul/cute_headers
"[{""manager"":conan,""name"":cwalk},{""manager"":vcpkg,""name"":cwalk}]",https://likle.github.io/cwalk/
"[{""manager"":conan,""name"":cxxopts},{""manager"":vcpkg,""name"":cxxopts},{""manager"":freebsd12,""name"":devel/cxxopts},{""manager"":netbsd9,""name"":devel/cxxopts}]",https://github.com/jarro2783/cxxopts
"[{""manager"":conan,""name"":cyrus-sasl},{""manager"":netbsd9,""name"":security/cy2-anonymous},{""manager"":netbsd9,""name"":security/cy2-crammd5},{""manager"":netbsd9,""name"":security/cy2-digestmd5},{""manager"":netbsd9,""name"":security/cy2-gssapi},{""manager"":netbsd9,""name"":security/cy2-ldapdb},{""manager"":netbsd9,""name"":security/cy2-login},{""manager"":netbsd9,""name"":security/cy2-ntlm},{""manager"":netbsd9,""name"":security/cy2-otp},{""manager"":netbsd9,""name"":security/cy2-plain},{""manager"":netbsd9,""name"":security/cy2-sql},{""manager"":netbsd9,""name"":security/cyrus-sasl},{""manager"":netbsd9,""name"":security/cyrus-saslauthd},{""manager"":netbsd9,""name"":security/cy2-scram}]",https://www.cyrusimap.org/sasl/
"[{""manager"":conan,""name"":czmq},{""manager"":vcpkg,""name"":czmq},{""manager"":freebsd12,""name"":net/czmq4}]",https://github.com/zeromq/czmq
"[{""manager"":conan,""name"":dataframe},{""manager"":vcpkg,""name"":dataframe}]",https://github.com/hosseinmoein/DataFrame
"[{""manager"":conan,""name"":date},{""manager"":vcpkg,""name"":date},{""manager"":freebsd12,""name"":devel/hhdate},{""manager"":freebsd12,""name"":devel/date}]",https://github.com/HowardHinnant/date
"[{""manager"":conan,""name"":dav1d},{""manager"":netbsd9,""name"":multimedia/dav1d}]",https://www.videolan.org/projects/dav1d.html
"[{""manager"":conan,""name"":daw_header_libraries},{""manager"":vcpkg,""name"":daw-header-libraries},{""manager"":vcpkg,""name"":daw-utf-range}]",https://github.com/beached/header_libraries
"[{""manager"":conan,""name"":daw_json_link},{""manager"":vcpkg,""name"":daw-json-link}]",https://github.com/beached/daw_json_link
"[{""manager"":conan,""name"":dbg-macro},{""manager"":vcpkg,""name"":dbg-macro}]",https://github.com/sharkdp/dbg-macro
"[{""manager"":conan,""name"":di},{""manager"":vcpkg,""name"":bext-di}]",https://github.com/boost-ext/di
"[{""manager"":conan,""name"":dirent},{""manager"":vcpkg,""name"":dirent}]",https://github.com/tronkko/dirent
"[{""manager"":conan,""name"":docopt.cpp},{""manager"":freebsd12,""name"":devel/docopt.cpp}]",https://github.com/docopt/docopt.cpp
"[{""manager"":conan,""name"":doctest},{""manager"":vcpkg,""name"":doctest}]",https://github.com/onqtam/doctest
"[{""manager"":conan,""name"":double-conversion},{""manager"":vcpkg,""name"":double-conversion},{""manager"":freebsd12,""name"":devel/double-conversion},{""manager"":openbsd69,""name"":math/double-conversion}]",https://github.com/google/double-conversion
"[{""manager"":conan,""name"":eabase},{""manager"":vcpkg,""name"":eabase}]",https://github.com/electronicarts/EABase
"[{""manager"":conan,""name"":earcut},{""manager"":vcpkg,""name"":earcut-hpp}]",https://github.com/mapbox/earcut.hpp
"[{""manager"":conan,""name"":eastl},{""manager"":vcpkg,""name"":eastl},{""manager"":freebsd12,""name"":devel/eastl}]",https://github.com/electronicarts/EASTL
"[{""manager"":conan,""name"":easyexif},{""manager"":freebsd12,""name"":devel/easyexif}]",https://github.com/mayanklahiri/easyexif
"[{""manager"":conan,""name"":easyloggingpp},{""manager"":vcpkg,""name"":easyloggingpp},{""manager"":freebsd12,""name"":devel/easyloggingpp}]",https://github.com/amrayn/easyloggingpp
"[{""manager"":conan,""name"":libsrtp},{""manager"":freebsd12,""name"":net/libsrtp2},{""manager"":netbsd9,""name"":comms/srtp},{""manager"":openbsd69,""name"":security/libsrtp}]",https://github.com/cisco/libsrtp
"[{""manager"":conan,""name"":libsvm},{""manager"":vcpkg,""name"":libsvm},{""manager"":netbsd9,""name"":math/libsvm}]",https://www.csie.ntu.edu.tw/~cjlin/libsvm/
"[{""manager"":conan,""name"":libtar},{""manager"":homebrew,""name"":libtar}]",https://repo.or.cz/libtar.git
"[{""manager"":conan,""name"":libtasn1},{""manager"":netbsd9,""name"":security/libtasn1}]",https://www.gnu.org/software/libtasn1/
"[{""manager"":conan,""name"":libucl},{""manager"":freebsd12,""name"":textproc/libucl},{""manager"":freebsd12,""name"":textproc/py-ucl}]",https://github.com/vstakhov/libucl
"[{""manager"":conan,""name"":libui},{""manager"":vcpkg,""name"":libui}]",https://github.com/andlabs/libui
"[{""manager"":conan,""name"":libunistring},{""manager"":vcpkg,""name"":libunistring},{""manager"":netbsd9,""name"":textproc/libunistring}]",https://www.gnu.org/software/libunistring/
"[{""manager"":conan,""name"":liburing},{""manager"":vcpkg,""name"":liburing}]",https://github.com/axboe/liburing
"[{""manager"":conan,""name"":libusb},{""manager"":vcpkg,""name"":libusb}]",https://github.com/libusb/libusb
"[{""manager"":conan,""name"":libuvc},{""manager"":vcpkg,""name"":libuvc},{""manager"":freebsd12,""name"":multimedia/libuvc}]",https://github.com/libuvc/libuvc
"[{""manager"":conan,""name"":libwebp},{""manager"":vcpkg,""name"":libwebp},{""manager"":openbsd69,""name"":graphics/libwebp}]",https://github.com/webmproject/libwebp
"[{""manager"":conan,""name"":libwebsockets},{""manager"":vcpkg,""name"":libwebsockets},{""manager"":openbsd69,""name"":www/libwebsockets}]",https://github.com/warmcat/libwebsockets
"[{""manager"":conan,""name"":libx264},{""manager"":netbsd9,""name"":multimedia/x264-devel}]",https://www.videolan.org/developers/x264.html
"[{""manager"":conan,""name"":libxcrypt},{""manager"":freebsd12,""name"":security/libxcrypt}]",https://github.com/besser82/libxcrypt
"[{""manager"":conan,""name"":libxlsxwriter},{""manager"":vcpkg,""name"":libxlsxwriter},{""manager"":freebsd12,""name"":math/libxlsxwriter}]",https://github.com/jmcnamara/libxlsxwriter
