name,nodelist,count,notes
libdmx,"[{""name"":libdmx,""pkgman"":Chromebrew},{""name"":libdmx,""pkgman"":Homebrew}]",2,
perf,"[{""name"":perf,""pkgman"":Chromebrew},{""name"":perf,""pkgman"":Conan},{""name"":perf,""pkgman"":Cargo}]",3,
bdwgc,"[{""name"":bdwgc,""pkgman"":Chromebrew},{""name"":bdwgc,""pkgman"":Conan},{""name"":bdwgc,""pkgman"":VCPKG}]",3,
moreutils,"[{""name"":moreutils,""pkgman"":Chromebrew},{""name"":moreutils,""pkgman"":Homebrew}]",2,
jsoncpp,"[{""name"":jsoncpp,""pkgman"":Chromebrew},{""name"":jsoncpp,""pkgman"":Conan},{""name"":jsoncpp,""pkgman"":Homebrew},{""name"":jsoncpp,""pkgman"":VCPKG}]",4,
bacon,"[{""name"":bacon,""pkgman"":Chromebrew},{""name"":bacon,""pkgman"":Cargo}]",2,
mosh,"[{""name"":mosh,""pkgman"":Chromebrew},{""name"":mosh,""pkgman"":Homebrew}]",2,
xmltoman,"[{""name"":xmltoman,""pkgman"":Chromebrew},{""name"":xmltoman,""pkgman"":Homebrew}]",2,
avahi,"[{""name"":avahi,""pkgman"":Chromebrew},{""name"":avahi,""pkgman"":Conan},{""name"":avahi,""pkgman"":Homebrew}]",3,
asciinema,"[{""name"":asciinema,""pkgman"":Chromebrew},{""name"":asciinema,""pkgman"":Homebrew}]",2,
depot_tools,"[{""name"":depot_tools,""pkgman"":Chromebrew},{""name"":depot_tools,""pkgman"":Conan}]",2,
libxrandr,"[{""name"":libxrandr,""pkgman"":Chromebrew},{""name"":libxrandr,""pkgman"":Homebrew}]",2,
clamav,"[{""name"":clamav,""pkgman"":Chromebrew},{""name"":clamav,""pkgman"":Homebrew},{""name"":clamav,""pkgman"":Cargo},{""name"":clamav,""pkgman"":VCPKG}]",4,
libgsf,"[{""name"":libgsf,""pkgman"":Chromebrew},{""name"":libgsf,""pkgman"":Homebrew}]",2,
enscript,"[{""name"":enscript,""pkgman"":Chromebrew},{""name"":enscript,""pkgman"":Homebrew}]",2,
patchelf,"[{""name"":patchelf,""pkgman"":Chromebrew},{""name"":patchelf,""pkgman"":Conan},{""name"":patchelf,""pkgman"":Homebrew}]",3,
libvdpau,"[{""name"":libvdpau,""pkgman"":Chromebrew},{""name"":libvdpau,""pkgman"":Homebrew}]",2,
libva,"[{""name"":libva,""pkgman"":Chromebrew},{""name"":libva,""pkgman"":Homebrew}]",2,
cadaver,"[{""name"":cadaver,""pkgman"":Chromebrew},{""name"":cadaver,""pkgman"":Homebrew}]",2,
sngrep,"[{""name"":sngrep,""pkgman"":Chromebrew},{""name"":sngrep,""pkgman"":Homebrew}]",2,
dnsmasq,"[{""name"":dnsmasq,""pkgman"":Chromebrew},{""name"":dnsmasq,""pkgman"":Homebrew}]",2,
qpdf,"[{""name"":qpdf,""pkgman"":Chromebrew},{""name"":qpdf,""pkgman"":Homebrew}]",2,
avisynthplus,"[{""name"":avisynthplus,""pkgman"":Chromebrew},{""name"":avisynthplus,""pkgman"":VCPKG}]",2,
devil,"[{""name"":devil,""pkgman"":Chromebrew},{""name"":devil,""pkgman"":Homebrew},{""name"":devil,""pkgman"":VCPKG}]",3,
vala,"[{""name"":vala,""pkgman"":Chromebrew},{""name"":vala,""pkgman"":Homebrew}]",2,
apktool,"[{""name"":apktool,""pkgman"":Chromebrew},{""name"":apktool,""pkgman"":Homebrew}]",2,
libxcb,"[{""name"":libxcb,""pkgman"":Chromebrew},{""name"":libxcb,""pkgman"":Homebrew}]",2,
pixz,"[{""name"":pixz,""pkgman"":Chromebrew},{""name"":pixz,""pkgman"":Homebrew}]",2,
nodebrew,"[{""name"":nodebrew,""pkgman"":Chromebrew},{""name"":nodebrew,""pkgman"":Homebrew}]",2,
s3cmd,"[{""name"":s3cmd,""pkgman"":Chromebrew},{""name"":s3cmd,""pkgman"":Homebrew}]",2,
radare2,"[{""name"":radare2,""pkgman"":Chromebrew},{""name"":radare2,""pkgman"":Homebrew}]",2,
libvncserver,"[{""name"":libvncserver,""pkgman"":Chromebrew},{""name"":libvncserver,""pkgman"":Homebrew}]",2,
libmng,"[{""name"":libmng,""pkgman"":Chromebrew},{""name"":libmng,""pkgman"":Homebrew}]",2,
libtiff,"[{""name"":libtiff,""pkgman"":Chromebrew},{""name"":libtiff,""pkgman"":Conan},{""name"":libtiff,""pkgman"":Homebrew}]",3,
krb5,"[{""name"":krb5,""pkgman"":Chromebrew},{""name"":krb5,""pkgman"":Homebrew}]",2,
q,"[{""name"":q,""pkgman"":Chromebrew},{""name"":q,""pkgman"":Cargo},{""name"":q,""pkgman"":Homebrew},{""name"":q,""pkgman"":Nimble}]",4,
libimagequant,"[{""name"":libimagequant,""pkgman"":Chromebrew},{""name"":libimagequant,""pkgman"":Homebrew}]",2,
libdvdnav,"[{""name"":libdvdnav,""pkgman"":Chromebrew},{""name"":libdvdnav,""pkgman"":Homebrew}]",2,
serf,"[{""name"":serf,""pkgman"":Chromebrew},{""name"":serf,""pkgman"":Conan},{""name"":serf,""pkgman"":Homebrew}]",3,
termcap,"[{""name"":termcap,""pkgman"":Chromebrew},{""name"":termcap,""pkgman"":Conan}]",2,
libmypaint,"[{""name"":libmypaint,""pkgman"":Chromebrew},{""name"":libmypaint,""pkgman"":Homebrew}]",2,
openrtsp,"[{""name"":openrtsp,""pkgman"":Chromebrew},{""name"":openrtsp,""pkgman"":Homebrew}]",2,
mawk,"[{""name"":mawk,""pkgman"":Chromebrew},{""name"":mawk,""pkgman"":Homebrew}]",2,
cloog,"[{""name"":cloog,""pkgman"":Chromebrew},{""name"":cloog,""pkgman"":Homebrew}]",2,
entr,"[{""name"":entr,""pkgman"":Chromebrew},{""name"":entr,""pkgman"":Homebrew}]",2,
docx2txt,"[{""name"":docx2txt,""pkgman"":Chromebrew},{""name"":docx2txt,""pkgman"":Homebrew}]",2,
gzrt,"[{""name"":gzrt,""pkgman"":Chromebrew},{""name"":gzrt,""pkgman"":Homebrew}]",2,
libxfont,"[{""name"":libxfont,""pkgman"":Chromebrew},{""name"":libxfont,""pkgman"":Homebrew}]",2,
chruby,"[{""name"":chruby,""pkgman"":Chromebrew},{""name"":chruby,""pkgman"":Homebrew}]",2,
telegraf,"[{""name"":telegraf,""pkgman"":Cargo},{""name"":telegraf,""pkgman"":Homebrew}]",2,
ctop,"[{""name"":ctop,""pkgman"":Cargo},{""name"":ctop,""pkgman"":Homebrew}]",2,
crash,"[{""name"":crash,""pkgman"":Cargo},{""name"":crash,""pkgman"":Homebrew}]",2,
clingo,"[{""name"":clingo,""pkgman"":Cargo},{""name"":clingo,""pkgman"":Homebrew}]",2,
sic,"[{""name"":sic,""pkgman"":Cargo},{""name"":sic,""pkgman"":Homebrew}]",2,
omega,"[{""name"":omega,""pkgman"":Cargo},{""name"":omega,""pkgman"":Homebrew}]",2,
diffr,"[{""name"":diffr,""pkgman"":Cargo},{""name"":diffr,""pkgman"":Homebrew}]",2,
stylua,"[{""name"":stylua,""pkgman"":Cargo},{""name"":stylua,""pkgman"":Homebrew}]",2,
libbluray,"[{""name"":libbluray,""pkgman"":Chromebrew},{""name"":libbluray,""pkgman"":Homebrew}]",2,
jp2a,"[{""name"":jp2a,""pkgman"":Chromebrew},{""name"":jp2a,""pkgman"":Homebrew}]",2,
masscan,"[{""name"":masscan,""pkgman"":Chromebrew},{""name"":masscan,""pkgman"":Homebrew}]",2,
clisp,"[{""name"":clisp,""pkgman"":Chromebrew},{""name"":clisp,""pkgman"":Homebrew}]",2,
ilmbase,"[{""name"":ilmbase,""pkgman"":Chromebrew},{""name"":ilmbase,""pkgman"":Homebrew},{""name"":ilmbase,""pkgman"":VCPKG}]",3,
gradle,"[{""name"":gradle,""pkgman"":Chromebrew},{""name"":gradle,""pkgman"":Homebrew}]",2,
aha,"[{""name"":aha,""pkgman"":Chromebrew},{""name"":aha,""pkgman"":Homebrew}]",2,
mjpegtools,"[{""name"":mjpegtools,""pkgman"":Chromebrew},{""name"":mjpegtools,""pkgman"":Homebrew}]",2,
atomicparsley,"[{""name"":atomicparsley,""pkgman"":Chromebrew},{""name"":atomicparsley,""pkgman"":Homebrew}]",2,
maven,"[{""name"":maven,""pkgman"":Chromebrew},{""name"":maven,""pkgman"":Homebrew},{""name"":maven,""pkgman"":Cargo}]",3,
lzip,"[{""name"":lzip,""pkgman"":Chromebrew},{""name"":lzip,""pkgman"":Conan},{""name"":lzip,""pkgman"":Homebrew}]",3,
freerdp,"[{""name"":freerdp,""pkgman"":Chromebrew},{""name"":freerdp,""pkgman"":Homebrew},{""name"":freerdp,""pkgman"":VCPKG}]",3,
ocaml,"[{""name"":ocaml,""pkgman"":Chromebrew},{""name"":ocaml,""pkgman"":Homebrew},{""name"":ocaml,""pkgman"":Cargo}]",3,
sleuthkit,"[{""name"":sleuthkit,""pkgman"":Chromebrew},{""name"":sleuthkit,""pkgman"":Homebrew}]",2,
gedit,"[{""name"":gedit,""pkgman"":Chromebrew},{""name"":gedit,""pkgman"":Homebrew}]",2,
sqlmap,"[{""name"":sqlmap,""pkgman"":Chromebrew},{""name"":sqlmap,""pkgman"":Homebrew}]",2,
cmatrix,"[{""name"":cmatrix,""pkgman"":Chromebrew},{""name"":cmatrix,""pkgman"":Homebrew}]",2,
fribidi,"[{""name"":fribidi,""pkgman"":Chromebrew},{""name"":fribidi,""pkgman"":Conan},{""name"":fribidi,""pkgman"":Homebrew},{""name"":fribidi,""pkgman"":VCPKG}]",4,
libgnomecanvas,"[{""name"":libgnomecanvas,""pkgman"":Chromebrew},{""name"":libgnomecanvas,""pkgman"":Homebrew}]",2,
libatomic_ops,"[{""name"":libatomic_ops,""pkgman"":Chromebrew},{""name"":libatomic_ops,""pkgman"":Conan},{""name"":libatomic_ops,""pkgman"":Homebrew}]",3,
dub,"[{""name"":dub,""pkgman"":Chromebrew},{""name"":dub,""pkgman"":Homebrew}]",2,
gcab,"[{""name"":gcab,""pkgman"":Chromebrew},{""name"":gcab,""pkgman"":Homebrew}]",2,
clojure,"[{""name"":clojure,""pkgman"":Chromebrew},{""name"":clojure,""pkgman"":Homebrew}]",2,
faac,"[{""name"":faac,""pkgman"":Chromebrew},{""name"":faac,""pkgman"":Conan},{""name"":faac,""pkgman"":Homebrew}]",3,
jansson,"[{""name"":jansson,""pkgman"":Chromebrew},{""name"":jansson,""pkgman"":Conan},{""name"":jansson,""pkgman"":Homebrew},{""name"":jansson,""pkgman"":VCPKG}]",4,
neofetch,"[{""name"":neofetch,""pkgman"":Chromebrew},{""name"":neofetch,""pkgman"":Homebrew}]",2,
glyr,"[{""name"":glyr,""pkgman"":Chromebrew},{""name"":glyr,""pkgman"":Homebrew}]",2,
gl2ps,"[{""name"":gl2ps,""pkgman"":Chromebrew},{""name"":gl2ps,""pkgman"":Homebrew},{""name"":gl2ps,""pkgman"":VCPKG}]",3,
screenfetch,"[{""name"":screenfetch,""pkgman"":Chromebrew},{""name"":screenfetch,""pkgman"":Homebrew}]",2,
zzuf,"[{""name"":zzuf,""pkgman"":Chromebrew},{""name"":zzuf,""pkgman"":Homebrew}]",2,
freetds,"[{""name"":freetds,""pkgman"":Chromebrew},{""name"":freetds,""pkgman"":Homebrew},{""name"":freetds,""pkgman"":VCPKG}]",3,
glew,"[{""name"":glew,""pkgman"":Chromebrew},{""name"":glew,""pkgman"":Conan},{""name"":glew,""pkgman"":Homebrew},{""name"":glew,""pkgman"":Nimble},{""name"":glew,""pkgman"":VCPKG}]",5,
ncdu,"[{""name"":ncdu,""pkgman"":Chromebrew},{""name"":ncdu,""pkgman"":Homebrew}]",2,
docbook,"[{""name"":docbook,""pkgman"":Chromebrew},{""name"":docbook,""pkgman"":Homebrew}]",2,
libstfl,"[{""name"":libstfl,""pkgman"":Chromebrew},{""name"":libstfl,""pkgman"":Homebrew}]",2,
iftop,"[{""name"":iftop,""pkgman"":Chromebrew},{""name"":iftop,""pkgman"":Homebrew}]",2,
apng2gif,"[{""name"":apng2gif,""pkgman"":Chromebrew},{""name"":apng2gif,""pkgman"":Homebrew}]",2,
qemu,"[{""name"":qemu,""pkgman"":Chromebrew},{""name"":qemu,""pkgman"":Homebrew}]",2,
gexiv2,"[{""name"":gexiv2,""pkgman"":Chromebrew},{""name"":gexiv2,""pkgman"":Homebrew}]",2,
sl,"[{""name"":sl,""pkgman"":Chromebrew},{""name"":sl,""pkgman"":Homebrew},{""name"":sl,""pkgman"":Cargo}]",3,
diffutils,"[{""name"":diffutils,""pkgman"":Chromebrew},{""name"":diffutils,""pkgman"":Homebrew}]",2,
aspell,"[{""name"":aspell,""pkgman"":Chromebrew},{""name"":aspell,""pkgman"":Homebrew}]",2,
coreutils,"[{""name"":coreutils,""pkgman"":Chromebrew},{""name"":coreutils,""pkgman"":Homebrew},{""name"":coreutils,""pkgman"":Cargo}]",3,
optipng,"[{""name"":optipng,""pkgman"":Chromebrew},{""name"":optipng,""pkgman"":Homebrew}]",2,
cabextract,"[{""name"":cabextract,""pkgman"":Chromebrew},{""name"":cabextract,""pkgman"":Homebrew}]",2,
mapserver,"[{""name"":mapserver,""pkgman"":Chromebrew},{""name"":mapserver,""pkgman"":Homebrew}]",2,
netpbm,"[{""name"":netpbm,""pkgman"":Chromebrew},{""name"":netpbm,""pkgman"":Homebrew},{""name"":netpbm,""pkgman"":Nimble}]",3,
socat,"[{""name"":socat,""pkgman"":Chromebrew},{""name"":socat,""pkgman"":Homebrew}]",2,
samurai,"[{""name"":samurai,""pkgman"":Chromebrew},{""name"":samurai,""pkgman"":Cargo},{""name"":samurai,""pkgman"":Homebrew}]",3,
xauth,"[{""name"":xauth,""pkgman"":Chromebrew},{""name"":xauth,""pkgman"":Homebrew}]",2,
libjpeg,"[{""name"":libjpeg,""pkgman"":Chromebrew},{""name"":libjpeg,""pkgman"":Conan}]",2,
gperf,"[{""name"":gperf,""pkgman"":Chromebrew},{""name"":gperf,""pkgman"":Conan},{""name"":gperf,""pkgman"":Homebrew},{""name"":gperf,""pkgman"":VCPKG}]",4,
mtr,"[{""name"":mtr,""pkgman"":Chromebrew},{""name"":mtr,""pkgman"":Homebrew}]",2,
zimg,"[{""name"":zimg,""pkgman"":Chromebrew},{""name"":zimg,""pkgman"":Conan},{""name"":zimg,""pkgman"":Homebrew}]",3,
libcddb,"[{""name"":libcddb,""pkgman"":Chromebrew},{""name"":libcddb,""pkgman"":Homebrew}]",2,
libmrss,"[{""name"":libmrss,""pkgman"":Chromebrew},{""name"":libmrss,""pkgman"":Homebrew}]",2,
gambit,"[{""name"":gambit,""pkgman"":Chromebrew},{""name"":gambit,""pkgman"":Homebrew}]",2,
gmmlib,"[{""name"":gmmlib,""pkgman"":Chromebrew},{""name"":gmmlib,""pkgman"":VCPKG}]",2,
rubberband,"[{""name"":rubberband,""pkgman"":Chromebrew},{""name"":rubberband,""pkgman"":Homebrew}]",2,
rust,"[{""name"":rust,""pkgman"":Chromebrew},{""name"":rust,""pkgman"":Homebrew},{""name"":rust,""pkgman"":Cargo}]",3,
libmtp,"[{""name"":libmtp,""pkgman"":Chromebrew},{""name"":libmtp,""pkgman"":Homebrew}]",2,
libmp3lame,"[{""name"":libmp3lame,""pkgman"":Chromebrew},{""name"":libmp3lame,""pkgman"":Conan}]",2,
icu4c,"[{""name"":icu4c,""pkgman"":Chromebrew},{""name"":icu4c,""pkgman"":Homebrew}]",2,
sfk,"[{""name"":sfk,""pkgman"":Chromebrew},{""name"":sfk,""pkgman"":Homebrew}]",2,
cairomm,"[{""name"":cairomm,""pkgman"":Chromebrew},{""name"":cairomm,""pkgman"":Homebrew},{""name"":cairomm,""pkgman"":VCPKG}]",3,
vivaldi,"[{""name"":vivaldi,""pkgman"":Chromebrew},{""name"":vivaldi,""pkgman"":Cargo}]",2,
pmd,"[{""name"":pmd,""pkgman"":Chromebrew},{""name"":pmd,""pkgman"":Homebrew}]",2,
libdca,"[{""name"":libdca,""pkgman"":Chromebrew},{""name"":libdca,""pkgman"":Homebrew}]",2,
tpp,"[{""name"":tpp,""pkgman"":Chromebrew},{""name"":tpp,""pkgman"":Homebrew}]",2,
libxpm,"[{""name"":libxpm,""pkgman"":Chromebrew},{""name"":libxpm,""pkgman"":Conan},{""name"":libxpm,""pkgman"":Homebrew}]",3,
uwsgi,"[{""name"":uwsgi,""pkgman"":Chromebrew},{""name"":uwsgi,""pkgman"":Homebrew}]",2,
usbredir,"[{""name"":usbredir,""pkgman"":Chromebrew},{""name"":usbredir,""pkgman"":Homebrew}]",2,
tcpflow,"[{""name"":tcpflow,""pkgman"":Chromebrew},{""name"":tcpflow,""pkgman"":Homebrew}]",2,
libmetalink,"[{""name"":libmetalink,""pkgman"":Chromebrew},{""name"":libmetalink,""pkgman"":Conan},{""name"":libmetalink,""pkgman"":Homebrew}]",3,
rlwrap,"[{""name"":rlwrap,""pkgman"":Chromebrew},{""name"":rlwrap,""pkgman"":Homebrew}]",2,
upx,"[{""name"":upx,""pkgman"":Chromebrew},{""name"":upx,""pkgman"":Conan},{""name"":upx,""pkgman"":Homebrew}]",3,
armadillo,"[{""name"":armadillo,""pkgman"":Chromebrew},{""name"":armadillo,""pkgman"":Conan},{""name"":armadillo,""pkgman"":Homebrew},{""name"":armadillo,""pkgman"":VCPKG}]",4,
libxfixes,"[{""name"":libxfixes,""pkgman"":Chromebrew},{""name"":libxfixes,""pkgman"":Homebrew}]",2,
netcat,"[{""name"":netcat,""pkgman"":Chromebrew},{""name"":netcat,""pkgman"":Homebrew}]",2,
libxdmcp,"[{""name"":libxdmcp,""pkgman"":Chromebrew},{""name"":libxdmcp,""pkgman"":Homebrew}]",2,
datamash,"[{""name"":datamash,""pkgman"":Chromebrew},{""name"":datamash,""pkgman"":Homebrew}]",2,
djvulibre,"[{""name"":djvulibre,""pkgman"":Chromebrew},{""name"":djvulibre,""pkgman"":Homebrew}]",2,
cscope,"[{""name"":cscope,""pkgman"":Chromebrew},{""name"":cscope,""pkgman"":Homebrew}]",2,
libassuan,"[{""name"":libassuan,""pkgman"":Chromebrew},{""name"":libassuan,""pkgman"":Homebrew},{""name"":libassuan,""pkgman"":VCPKG}]",3,
patchutils,"[{""name"":patchutils,""pkgman"":Chromebrew},{""name"":patchutils,""pkgman"":Homebrew}]",2,
libx265,"[{""name"":libx265,""pkgman"":Chromebrew},{""name"":libx265,""pkgman"":Conan}]",2,
irrlicht,"[{""name"":irrlicht,""pkgman"":Chromebrew},{""name"":irrlicht,""pkgman"":Homebrew},{""name"":irrlicht,""pkgman"":VCPKG}]",3,
sbt,"[{""name"":sbt,""pkgman"":Chromebrew},{""name"":sbt,""pkgman"":Homebrew}]",2,
lynis,"[{""name"":lynis,""pkgman"":Chromebrew},{""name"":lynis,""pkgman"":Homebrew}]",2,
bashdb,"[{""name"":bashdb,""pkgman"":Chromebrew},{""name"":bashdb,""pkgman"":Homebrew}]",2,
libxext,"[{""name"":libxext,""pkgman"":Chromebrew},{""name"":libxext,""pkgman"":Homebrew}]",2,
libmms,"[{""name"":libmms,""pkgman"":Chromebrew},{""name"":libmms,""pkgman"":Homebrew}]",2,
libsoup,"[{""name"":libsoup,""pkgman"":Chromebrew},{""name"":libsoup,""pkgman"":Homebrew}]",2,
libxkbcommon,"[{""name"":libxkbcommon,""pkgman"":Chromebrew},{""name"":libxkbcommon,""pkgman"":Homebrew}]",2,
e2fsprogs,"[{""name"":e2fsprogs,""pkgman"":Chromebrew},{""name"":e2fsprogs,""pkgman"":Homebrew}]",2,
kcov,"[{""name"":kcov,""pkgman"":Chromebrew},{""name"":kcov,""pkgman"":Conan},{""name"":kcov,""pkgman"":Homebrew}]",3,
libsigsegv,"[{""name"":libsigsegv,""pkgman"":Chromebrew},{""name"":libsigsegv,""pkgman"":Homebrew}]",2,
libnet,"[{""name"":libnet,""pkgman"":Chromebrew},{""name"":libnet,""pkgman"":Conan},{""name"":libnet,""pkgman"":Homebrew}]",3,
autoconf,"[{""name"":autoconf,""pkgman"":Chromebrew},{""name"":autoconf,""pkgman"":Conan},{""name"":autoconf,""pkgman"":Homebrew}]",3,
gtksourceview,"[{""name"":gtksourceview,""pkgman"":Chromebrew},{""name"":gtksourceview,""pkgman"":Homebrew}]",2,
ghostscript,"[{""name"":ghostscript,""pkgman"":Chromebrew},{""name"":ghostscript,""pkgman"":Homebrew}]",2,
potrace,"[{""name"":potrace,""pkgman"":Chromebrew},{""name"":potrace,""pkgman"":Homebrew}]",2,
libdeflate,"[{""name"":libdeflate,""pkgman"":Chromebrew},{""name"":libdeflate,""pkgman"":Conan},{""name"":libdeflate,""pkgman"":Homebrew}]",3,
libdaemon,"[{""name"":libdaemon,""pkgman"":Chromebrew},{""name"":libdaemon,""pkgman"":Conan},{""name"":libdaemon,""pkgman"":Homebrew}]",3,
atom,"[{""name"":atom,""pkgman"":Chromebrew},{""name"":atom,""pkgman"":Cargo}]",2,
nethack,"[{""name"":nethack,""pkgman"":Chromebrew},{""name"":nethack,""pkgman"":Homebrew}]",2,
cpputest,"[{""name"":cpputest,""pkgman"":Chromebrew},{""name"":cpputest,""pkgman"":Conan},{""name"":cpputest,""pkgman"":Homebrew},{""name"":cpputest,""pkgman"":VCPKG}]",4,
texinfo,"[{""name"":texinfo,""pkgman"":Chromebrew},{""name"":texinfo,""pkgman"":Homebrew}]",2,
axel,"[{""name"":axel,""pkgman"":Chromebrew},{""name"":axel,""pkgman"":Homebrew}]",2,
xmlto,"[{""name"":xmlto,""pkgman"":Chromebrew},{""name"":xmlto,""pkgman"":Homebrew}]",2,
sass,"[{""name"":sass,""pkgman"":Chromebrew},{""name"":sass,""pkgman"":Cargo},{""name"":sass,""pkgman"":Nimble}]",3,
graphviz,"[{""name"":graphviz,""pkgman"":Chromebrew},{""name"":graphviz,""pkgman"":Homebrew},{""name"":graphviz,""pkgman"":VCPKG}]",3,
fig2dev,"[{""name"":fig2dev,""pkgman"":Chromebrew},{""name"":fig2dev,""pkgman"":Homebrew}]",2,
bubblewrap,"[{""name"":bubblewrap,""pkgman"":Chromebrew},{""name"":bubblewrap,""pkgman"":Homebrew}]",2,
libebml,"[{""name"":libebml,""pkgman"":Chromebrew},{""name"":libebml,""pkgman"":Homebrew}]",2,
xbitmaps,"[{""name"":xbitmaps,""pkgman"":Chromebrew},{""name"":xbitmaps,""pkgman"":Homebrew}]",2,
gdrive,"[{""name"":gdrive,""pkgman"":Chromebrew},{""name"":gdrive,""pkgman"":Homebrew}]",2,
tcsh,"[{""name"":tcsh,""pkgman"":Chromebrew},{""name"":tcsh,""pkgman"":Homebrew}]",2,
go,"[{""name"":go,""pkgman"":Chromebrew},{""name"":go,""pkgman"":Homebrew},{""name"":go,""pkgman"":Cargo}]",3,
libgee,"[{""name"":libgee,""pkgman"":Chromebrew},{""name"":libgee,""pkgman"":Homebrew}]",2,
scons,"[{""name"":scons,""pkgman"":Chromebrew},{""name"":scons,""pkgman"":Conan},{""name"":scons,""pkgman"":Homebrew}]",3,
waf,"[{""name"":waf,""pkgman"":Chromebrew},{""name"":waf,""pkgman"":Conan}]",2,
foremost,"[{""name"":foremost,""pkgman"":Chromebrew},{""name"":foremost,""pkgman"":Homebrew}]",2,
mpdecimal,"[{""name"":mpdecimal,""pkgman"":Chromebrew},{""name"":mpdecimal,""pkgman"":Conan},{""name"":mpdecimal,""pkgman"":Homebrew}]",3,
snowflake,"[{""name"":snowflake,""pkgman"":Chromebrew},{""name"":snowflake,""pkgman"":Cargo}]",2,
sshfs,"[{""name"":sshfs,""pkgman"":Chromebrew},{""name"":sshfs,""pkgman"":Homebrew}]",2,
profanity,"[{""name"":profanity,""pkgman"":Chromebrew},{""name"":profanity,""pkgman"":Homebrew}]",2,
libmnl,"[{""name"":libmnl,""pkgman"":Chromebrew},{""name"":libmnl,""pkgman"":Conan},{""name"":libmnl,""pkgman"":Homebrew}]",3,
libcaca,"[{""name"":libcaca,""pkgman"":Chromebrew},{""name"":libcaca,""pkgman"":Homebrew}]",2,
libxi,"[{""name"":libxi,""pkgman"":Chromebrew},{""name"":libxi,""pkgman"":Homebrew}]",2,
intltool,"[{""name"":intltool,""pkgman"":Chromebrew},{""name"":intltool,""pkgman"":Homebrew}]",2,
wireshark,"[{""name"":wireshark,""pkgman"":Chromebrew},{""name"":wireshark,""pkgman"":Homebrew}]",2,
roswell,"[{""name"":roswell,""pkgman"":Chromebrew},{""name"":roswell,""pkgman"":Homebrew}]",2,
fasd,"[{""name"":fasd,""pkgman"":Chromebrew},{""name"":fasd,""pkgman"":Homebrew}]",2,
tcpdump,"[{""name"":tcpdump,""pkgman"":Chromebrew},{""name"":tcpdump,""pkgman"":Homebrew}]",2,
baobab,"[{""name"":baobab,""pkgman"":Chromebrew},{""name"":baobab,""pkgman"":Homebrew}]",2,
libxt,"[{""name"":libxt,""pkgman"":Chromebrew},{""name"":libxt,""pkgman"":Homebrew}]",2,
npth,"[{""name"":npth,""pkgman"":Chromebrew},{""name"":npth,""pkgman"":Homebrew}]",2,
deployer,"[{""name"":deployer,""pkgman"":Chromebrew},{""name"":deployer,""pkgman"":Homebrew}]",2,
ncrack,"[{""name"":ncrack,""pkgman"":Chromebrew},{""name"":ncrack,""pkgman"":Homebrew}]",2,
automake,"[{""name"":automake,""pkgman"":Chromebrew},{""name"":automake,""pkgman"":Conan},{""name"":automake,""pkgman"":Homebrew}]",3,
polkit,"[{""name"":polkit,""pkgman"":Chromebrew},{""name"":polkit,""pkgman"":Cargo}]",2,
sound,"[{""name"":sound,""pkgman"":Cargo},{""name"":sound,""pkgman"":Nimble}]",2,
highway,"[{""name"":highway,""pkgman"":Cargo},{""name"":highway,""pkgman"":Conan},{""name"":highway,""pkgman"":VCPKG}]",3,
dive,"[{""name"":dive,""pkgman"":Cargo},{""name"":dive,""pkgman"":Homebrew}]",2,
assimp,"[{""name"":assimp,""pkgman"":Cargo},{""name"":assimp,""pkgman"":Conan},{""name"":assimp,""pkgman"":Homebrew},{""name"":assimp,""pkgman"":Nimble},{""name"":assimp,""pkgman"":VCPKG}]",5,
astyle,"[{""name"":astyle,""pkgman"":Cargo},{""name"":astyle,""pkgman"":Homebrew}]",2,
termbox,"[{""name"":termbox,""pkgman"":Cargo},{""name"":termbox,""pkgman"":Homebrew},{""name"":termbox,""pkgman"":Nimble}]",3,
encode,"[{""name"":encode,""pkgman"":Cargo},{""name"":encode,""pkgman"":Nimble}]",2,
envoy,"[{""name"":envoy,""pkgman"":Cargo},{""name"":envoy,""pkgman"":Homebrew}]",2,
termstyle,"[{""name"":termstyle,""pkgman"":Cargo},{""name"":termstyle,""pkgman"":Nimble}]",2,
cubeb,"[{""name"":cubeb,""pkgman"":Cargo},{""name"":cubeb,""pkgman"":Homebrew}]",2,
cargo-bloat,"[{""name"":cargo-bloat,""pkgman"":Cargo},{""name"":cargo-bloat,""pkgman"":Homebrew}]",2,
eth_trie,"[{""name"":eth_trie,""pkgman"":Cargo},{""name"":eth_trie,""pkgman"":Nimble}]",2,
sponge,"[{""name"":sponge,""pkgman"":Cargo},{""name"":sponge,""pkgman"":Homebrew}]",2,
starship,"[{""name"":starship,""pkgman"":Cargo},{""name"":starship,""pkgman"":Homebrew}]",2,
constexpr,"[{""name"":constexpr,""pkgman"":Cargo},{""name"":constexpr,""pkgman"":VCPKG}]",2,
cpu-features,"[{""name"":cpu-features,""pkgman"":Cargo},{""name"":cpu-features,""pkgman"":VCPKG}]",2,
goose,"[{""name"":goose,""pkgman"":Cargo},{""name"":goose,""pkgman"":Homebrew}]",2,
